NSID	W1HhID	W1AgeIf	W1Sex	W1MarStat	W1LiveWit	W1EmpStat	W1EthGrp	W1R_1	W1R_2	W1R_3	W1R_4	W1R_5	W1R_6	W1R_7	W1R_8	W1R_9	W1R_10	W1R_11	W1R_12	W1R_13	W1R_14	W1STypeE	W1mainres	W1secores	W1histres	W1vInfoN	Designweight
NS23401Y	4	11	1	-91	-91	-91	1	13	3	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	4	1.36628717976343
NS15681Q	1	13	1	-91	-91	-91	4	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	4	.365572593787429
NS15681Q	2	39	2	1	-91	1	6	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	4	.365572593787429
NS15681Q	3	15	2	-91	-91	-91	4	13	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	4	.365572593787429
NS15681Q	4	11	1	-91	-91	-91	4	13	3	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	4	.365572593787429
NS25169J	1	14	1	-91	-91	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS25169J	2	44	2	2	-91	1	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS25169J	3	48	1	2	-91	1	1	8	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS25169J	4	17	2	1	2	5	1	13	3	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS14143H	1	14	1	-91	-91	-91	16	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	.370173169347943
NS14143H	2	40	2	2	-91	2	11	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	.370173169347943
NS14143H	3	44	1	2	-91	1	16	8	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	.370173169347943
NS14143H	4	12	1	-91	-91	-91	16	13	3	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	.370173169347943
NS14143H	5	6	2	-91	-91	-91	16	13	3	3	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	.370173169347943
NS25762P	1	14	1	-91	-91	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	3	5	1.07831396545088
NS25762P	2	52	1	2	-91	1	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	3	5	1.07831396545088
NS25762P	3	47	2	2	-91	1	1	8	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	3	5	1.07831396545088
NS25762P	4	18	2	1	2	5	1	13	3	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	3	5	1.07831396545088
NS25762P	5	16	2	1	2	5	1	13	3	13	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	3	5	1.07831396545088
NS16456D	1	14	2	-91	-91	-91	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	5	.370173169347943
NS16456D	2	39	2	2	-91	6	8	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	5	.370173169347943
NS16456D	3	46	1	2	-91	1	8	8	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	5	.370173169347943
NS16456D	4	16	2	1	2	5	8	13	3	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	5	.370173169347943
NS16456D	5	6	2	-91	-91	-91	8	13	3	3	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	5	.370173169347943
NS23310P	1	14	1	-91	-91	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	.91085811984229
NS23310P	2	33	2	2	-91	1	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	.91085811984229
NS23310P	3	34	1	2	-91	1	1	8	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	.91085811984229
NS23310P	4	10	2	-91	-91	-91	1	13	3	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	.91085811984229
NS23310P	5	8	1	-91	-91	-91	1	13	3	3	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	.91085811984229
NS15095B	1	14	2	-91	-91	-91	11	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	2	3	3	.365572593787429
NS15095B	2	58	1	2	-91	8	1	11	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	2	3	3	.365572593787429
NS15095B	3	45	2	2	-91	6	11	8	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	2	3	3	.365572593787429
NS15095B	4	15	2	-91	-91	-91	11	13	6	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	2	3	3	.365572593787429
NS15095B	5	8	2	-91	-91	-91	1	14	3	3	14	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	2	3	3	.365572593787429
NS15095B	6	4	2	-91	-91	-91	1	14	3	3	14	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	2	3	3	.365572593787429
NS12674M	1	13	2	-91	-91	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	4	1.36628717976343
NS12674M	2	37	2	2	-91	1	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	4	1.36628717976343
NS12674M	3	41	1	2	-91	1	1	8	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	4	1.36628717976343
NS12674M	4	2	1	-91	-91	-91	1	13	3	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	4	1.36628717976343
NS14431S	1	14	2	-91	-91	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.1416799330255
NS14431S	2	43	2	2	-91	2	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.1416799330255
NS14431S	3	52	1	2	-91	1	1	11	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.1416799330255
NS14431S	4	2	2	-91	-91	-91	1	15	3	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.1416799330255
NS14362A	1	14	2	-91	-91	-91	10	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	2	2	3	.151981882015985
NS14362A	2	37	2	2	-91	6	10	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	2	2	3	.151981882015985
NS14362A	3	40	1	2	-91	1	10	8	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	2	2	3	.151981882015985
NS14362A	4	11	2	-91	-91	-91	10	13	3	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	2	2	3	.151981882015985
NS14362A	5	8	1	-91	-91	-91	10	13	3	3	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	2	2	3	.151981882015985
NS14362A	6	1	1	-91	-91	-91	10	13	3	3	13	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	2	2	3	.151981882015985
NS17499F	1	14	2	-91	-91	-91	10	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	2	.151981943324264
NS17499F	2	35	2	4	2	6	10	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	2	.151981943324264
NS17499F	3	1	2	-91	-91	-91	10	13	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	2	.151981943324264
NS17499F	4	12	2	-91	-91	-91	10	13	3	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	2	.151981943324264
NS17499F	5	10	2	-91	-91	-91	10	13	3	13	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	2	.151981943324264
NS23939B	1	14	2	-91	-91	-91	9	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	.280712770551838
NS23939B	2	36	2	2	-91	6	9	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	.280712770551838
NS23939B	3	43	1	2	-91	9	9	8	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	.280712770551838
NS23939B	4	15	2	-91	-91	-91	9	13	3	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	.280712770551838
NS23939B	5	12	1	-91	-91	-91	9	13	3	3	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	.280712770551838
NS23939B	6	10	1	-91	-91	-91	9	13	3	3	13	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	.280712770551838
NS21804T	1	14	2	-91	-91	-91	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	6	.246782112898629
NS21804T	2	39	2	2	-91	6	8	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	6	.246782112898629
NS21804T	3	38	1	2	-91	1	8	8	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	6	.246782112898629
NS21804T	4	12	2	-91	-91	-91	8	13	3	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	6	.246782112898629
NS21804T	5	9	2	-91	-91	-91	8	13	3	3	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	6	.246782112898629
NS21804T	6	3	2	-91	-91	-91	8	13	3	3	13	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	6	.246782112898629
NS11147A	1	14	2	-91	-91	-91	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	.370173169347943
NS11147A	2	35	2	2	-91	1	8	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	.370173169347943
NS11147A	3	39	1	2	-91	1	8	8	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	.370173169347943
NS11147A	4	71	1	2	-91	7	8	20	12	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	.370173169347943
NS11147A	5	64	2	2	-91	7	8	20	12	8	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	.370173169347943
NS11147A	6	27	1	1	2	1	8	21	18	13	3	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	.370173169347943
NS11147A	7	12	2	-91	-91	-91	8	13	3	3	19	19	21	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	.370173169347943
NS11147A	8	6	2	-91	-91	-91	8	13	3	3	19	19	21	13	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	.370173169347943
NS16725A	1	14	2	-91	-91	-91	12	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	2	.296052729323898
NS16725A	2	39	2	1	2	2	12	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	2	.296052729323898
NS16725A	3	7	2	-91	-91	-91	12	13	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	2	.296052729323898
NS22186H	1	14	1	-91	-91	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	2	3	3	1.36628717976343
NS22186H	2	36	1	3	-91	1	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	2	3	3	1.36628717976343
NS22186H	3	34	2	3	-91	1	1	8	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	2	3	3	1.36628717976343
NS17374J	1	14	2	-91	-91	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	4	1.36628717976343
NS17374J	2	43	2	5	-91	8	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	4	1.36628717976343
NS17374J	3	21	2	1	2	1	1	13	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	17	2	0	2	4	1.36628717976343
NS17374J	4	18	1	1	2	5	1	13	3	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	4	1.36628717976343
NS13583Z	1	14	1	-91	-91	-91	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	2	.196456906931692
NS13583Z	2	44	2	4	2	2	10	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	2	.196456906931692
NS13583Z	3	21	1	1	2	5	10	13	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	2	.196456906931692
NS13583Z	4	20	2	1	2	5	10	13	3	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	2	.196456906931692
NS22152V	1	14	2	-91	-91	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	4	1.36628717976343
NS22152V	2	44	2	5	-91	6	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	4	1.36628717976343
NS22152V	3	6	1	-91	-91	-91	1	13	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	4	1.36628717976343
NS22152V	4	4	1	-91	-91	-91	1	13	3	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	4	1.36628717976343
NS17776V	1	14	2	-91	-91	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	3	5	1.36628717976343
NS17776V	2	37	1	2	-91	1	1	11	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	3	5	1.36628717976343
NS17776V	3	39	2	2	-91	2	1	8	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	3	5	1.36628717976343
NS17776V	4	18	1	1	2	5	1	13	6	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	3	5	1.36628717976343
NS17776V	5	11	1	-91	-91	-91	1	14	3	3	14	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	3	5	1.36628717976343
NS10141Y	1	14	2	-91	-91	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS10141Y	2	46	2	2	-91	2	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS10141Y	3	47	1	2	-91	1	1	8	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS10141Y	4	10	1	-91	-91	-91	1	13	3	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS22388P	1	14	2	-91	-91	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	2	2	5	1.36628717976343
NS22388P	2	42	2	2	-91	2	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	2	2	5	1.36628717976343
NS22388P	3	44	1	2	-91	1	-92	11	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	2	2	5	1.36628717976343
NS22388P	4	9	2	-91	-91	-91	-92	14	3	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	2	2	5	1.36628717976343
NS22388P	5	4	1	-91	-91	-91	-92	14	3	3	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	2	2	5	1.36628717976343
NS15102Z	1	14	2	-91	-91	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	2	1.36628717976343
NS15102Z	2	44	2	4	2	2	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	2	1.36628717976343
NS15102Z	3	11	2	-91	-91	-91	1	13	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	2	1.36628717976343
NS25202L	1	14	1	-91	-91	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	3	1.36628717976343
NS25202L	2	38	2	5	-91	1	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	3	1.36628717976343
NS25202L	3	12	1	-91	-91	-91	1	13	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	3	1.36628717976343
NS12810V	1	13	2	-91	-91	-91	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	3	7	.370173169347943
NS12810V	2	37	1	2	-91	3	8	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	3	7	.370173169347943
NS12810V	3	36	2	2	-91	6	6	8	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	3	7	.370173169347943
NS12810V	4	16	2	2	-91	5	8	13	3	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	3	7	.370173169347943
NS12810V	5	13	1	-91	-91	-91	8	13	3	3	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	3	7	.370173169347943
NS12810V	6	7	1	-91	-91	-91	8	13	3	3	13	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	3	7	.370173169347943
NS12810V	7	1	2	-91	-91	-91	8	13	3	3	13	13	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	3	7	.370173169347943
NS19132Q	1	14	2	-91	-91	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	2	3	4	1.36628717976344
NS19132Q	2	41	1	2	-91	1	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	2	3	4	1.36628717976344
NS19132Q	3	46	2	2	-91	2	1	8	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	2	3	4	1.36628717976344
NS19132Q	4	18	2	1	2	2	1	13	3	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	17	3	2	3	4	1.36628717976344
NS24436H	1	14	2	-91	-91	-91	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	.196456906931692
NS24436H	2	38	2	2	-91	3	13	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	.196456906931692
NS24436H	3	42	1	2	-91	2	13	8	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	.196456906931692
NS24436H	4	12	2	-91	-91	-91	13	13	3	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	.196456906931692
NS24436H	5	10	2	-91	-91	-91	13	13	3	3	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	.196456906931692
NS24436H	6	8	1	-91	-91	-91	13	13	3	3	13	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	.196456906931692
NS24436H	7	4	1	-91	-91	-91	13	13	3	3	13	13	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	.196456906931692
NS25836M	1	14	1	-91	-91	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS25836M	2	43	2	2	-91	2	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS25836M	3	43	1	2	-91	1	1	8	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS25836M	4	17	2	1	2	2	1	13	13	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	16	2	3	2	2	1.36628717976343
NS10280C	1	14	1	-91	-91	-91	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	5	0	5	5	.196456906931692
NS10280C	2	8	2	-91	-91	-91	13	21	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	5	0	5	5	.196456906931692
NS10280C	3	6	2	-91	-91	-91	13	21	15	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	5	0	5	5	.196456906931692
NS10280C	4	3	2	-91	-91	-91	13	21	13	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	5	0	5	5	.196456906931692
NS10280C	5	38	2	2	-91	6	13	21	8	8	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	5	0	5	5	.196456906931692
NS18641Z	1	14	1	-91	-91	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS18641Z	2	46	2	2	-91	6	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS18641Z	3	43	1	2	-91	8	1	8	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS18641Z	4	18	2	1	2	1	1	13	3	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	17	2	3	2	2	1.36628717976343
NS18641Z	5	10	2	-91	-91	-91	1	13	3	3	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS18641Z	6	9	1	-91	-91	-91	1	13	3	3	13	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS10168V	1	14	1	-91	-91	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	2	3	2	.91085811984229
NS10168V	2	42	1	2	-91	1	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	2	3	2	.91085811984229
NS10168V	3	43	2	2	-91	6	1	8	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	2	3	2	.91085811984229
NS10168V	4	21	1	1	2	1	1	14	6	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	16	3	2	3	2	.91085811984229
NS10168V	5	16	1	1	2	5	1	13	3	3	14	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	2	3	2	.91085811984229
NS16131C	1	13	2	-91	-91	-91	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	3	.370173169347943
NS16131C	2	47	2	5	-91	1	8	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	3	.370173169347943
NS16131C	3	13	1	-91	-91	-91	8	13	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	3	.370173169347943
NS25811S	1	14	2	-91	-91	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	2	1.36628717976343
NS25811S	2	37	2	5	2	2	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	2	1.36628717976343
NS25811S	3	8	1	-91	-91	-91	1	13	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	2	1.36628717976343
NS17909Q	1	14	2	-91	-91	-91	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	2	.365572593787429
NS17909Q	2	41	2	5	2	2	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	2	.365572593787429
NS17909Q	3	14	1	-91	-91	-91	4	13	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	2	.365572593787429
NS17909Q	4	12	2	-91	-91	-91	4	13	3	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	2	.365572593787429
NS21158F	1	14	1	-91	-91	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	4	1.36628717976343
NS21158F	2	43	2	2	-91	6	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	4	1.36628717976343
NS21158F	3	50	1	2	-91	8	1	8	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	4	1.36628717976343
NS21158F	4	17	1	1	2	4	1	13	3	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	16	2	3	2	4	1.36628717976343
NS22309J	1	14	2	-91	-91	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS22309J	2	38	2	2	-91	2	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS22309J	3	41	1	2	-91	1	1	8	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS22309J	4	16	1	1	2	5	1	13	3	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS21924K	1	14	1	-91	-91	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	2	3	2	.801033231477794
NS21924K	2	46	1	2	-91	1	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	2	3	2	.801033231477794
NS21924K	3	52	2	2	-91	6	1	8	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	2	3	2	.801033231477794
