NSID	W1mainres	W1secores	W1histres	W2mainres	W2secores	W2histres	W1motherID	W1fatherID	W2motherID	W2fatherID	W1sampborHS	W1sampbo2HS	W2sampborHS	W2sampbo2HS	W1nurschHS	W1numsch	W1inyrmov	W2numsch	W2inyrmov	W1curparyHS	W1eversepHS	W1expart2HS	W1expart1HS	W1livesepHS	W2curparyHS	W2eversepHS	W2expart2HS	W2expart1HS	W2livesepHS	W1everspf	W1WhenSpf	W1yearsspf	W1Partners	W2everspf	W2WhenSpf	W2yearsspf	W2Partners	SpfBth	mbirthag	birthwb	BirthWa1	BirthWa2	bwtkg	birthw2	birthw3	wksearly	wtcheck	Femps5	Memps5	MRetwrk	MRetptft	W1duruntotMP	W1duruntot5MP	W1duruntot10MP	W1duruntotSP	W1duruntot5SP	W1duruntot10SP	W1duruntotmum	W1duruntot5mum	W1duruntot10mum	W1duruntotdad	W1duruntot5dad	W1duruntot10dad	W2duruntotMP	W2duruntot5MP	W2duruntot10MP	W2duruntotSP	W2duruntot5SP	W2duruntot10SP	W2duruntotmum	W2duruntot5mum	W2duruntot10mum	W2duruntotdad	W2duruntot5dad	W2duruntot10dad
NS23277M	2	3	3	2	3	3	3	2	3	2	1	-91	-91	-91	2	2	0	2	0	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	2	-91	6	0	2.72	-1	-91	0	0	1	10	12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS10331H	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	4	1	4	1	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	5	-91	6	12	3.06	2	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS25585C	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	2	0	2	0	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	3	-91	6	6	2.89	2	2	2	0	1	10	12	2	0	0	0	2	2	2	0	0	0	2	2	2	0	0	0	2	2	2	0	0	0	2	2	2
NS11700C	2	-997	2	3	-98	3	2	-98	3	-98	1	-91	-91	-91	1	3	0	4	1	19	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	3	-91	7	9	3.43	1	-91	0	0	-98	10	-91	0	0	0	0	0	0	0	0	0	0	-98	-98	-98	-94	-94	-94	-98	-98	-98	-94	-94	-94	-98	-98	-98
NS21770Z	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	2	0	2	0	19	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	2	-91	8	9	3.88	3	1	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS23295Z	2	-98	2	-992	-992	-992	2	-98	-992	-992	1	-91	-992	-992	1	2	0	2	0	-91	-91	-91	2	2	-992	-992	-992	-992	-992	1	0	14	0	-992	-992	-992	-992	1	2	-91	9	2	4.14	3	2	0	0	-98	6	9	1	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992
NS11337K	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	2	0	2	0	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	3	-91	8	8	3.86	2	1	1	0	3	10	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS15717M	2	-98	2	2	-98	2	-98	2	-98	2	1	-91	-91	-91	1	3	0	3	0	-91	-91	-91	1	2	-91	-91	-91	2	2	1	6	8	0	1	6	9	0	0	-91	-91	-91	-91	-91	-91	-91	0	-91	1	-98	-98	-98	0	0	0	-98	-98	-98	-98	-98	-98	0	0	0	0	0	0	-98	-98	-98	-98	-98	-98	0	0	0
NS21143F	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	2	0	2	0	18	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	3	-91	7	13	3.54	2	2	2	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS13379G	2	3	3	2	3	3	3	2	3	2	1	-91	-91	-91	1	2	0	2	0	-91	-91	-91	-91	2	-91	-997	-91	-91	2	-93	-93	-93	-93	-93	-93	-93	-93	-93	3	-91	3	8	1.59	2	2	2	0	1	10	-91	0	-94	-94	-94	0	0	0	0	0	0	-94	-94	-94	-94	-94	-94	0	0	0	0	0	0	-94	-94	-94
NS24452S	3	4	3	-992	-992	-992	3	4	-992	-992	1	-91	-992	-992	1	2	0	2	0	-91	-91	-91	-91	2	-992	-992	-992	-992	-992	-93	-93	-93	-93	-992	-992	-992	-992	-93	3	-91	7	0	3.18	-1	-91	0	0	-98	-94	-94	-94	0	0	0	-99	-99	-99	0	0	0	-99	-99	-99	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992
NS17770N	2	3	2	-992	-992	-992	2	3	-992	-992	1	-91	-992	-992	1	3	1	3	1	8	2	2	-91	2	-992	-992	-992	-992	-992	1	0	7	1	-992	-992	-992	-992	1	2	-91	8	7	3.83	3	1	0	0	-98	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992
NS10634S	2	3	3	2	3	3	3	2	3	2	1	-91	-91	-91	1	3	0	3	0	-91	-91	-91	-91	2	-91	2	-91	-91	2	-93	-93	-93	-93	-93	-93	-93	-93	-93	2	-91	6	6	2.89	1	-91	0	0	1	10	9	2	0	0	0	0	0	0	0	0	0	0	0	0	-99	-99	-99	0	0	0	0	0	0	-99	-99	-99
NS12043P	2	-98	2	2	-98	2	2	-98	2	-98	1	-91	-91	-91	1	3	2	3	2	-91	-91	-91	1	2	-91	-91	-91	2	2	-94	11	-94	0	1	11	4	0	0	4	-91	9	3	4.17	1	-91	0	0	-98	10	6	1	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
NS18963X	3	2	3	3	2	3	3	2	3	2	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	2	-99	-99	-99	-99	-99	-99	-99	-99	1	-98	-98	-98	-99	-99	-99	0	0	0	-99	-99	-99	0	0	0	-99	-99	-99	0	0	0	-99	-99	-99	0	0	0
NS15392E	2	-98	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	2	0	2	0	-997	-997	-997	-91	2	-91	2	-91	-91	2	-94	0	-94	2	-94	0	-94	2	1	2	-91	5	4	2.38	3	1	0	0	-98	2	0	2	0	0	0	-98	-98	-98	0	0	0	-94	-94	-94	0	0	0	-94	-94	-94	0	0	0	-94	-94	-94
NS16856M	3	2	2	3	2	2	2	3	2	3	1	-91	-91	-91	1	4	1	4	1	20	2	2	-91	2	-91	1	2	-91	1	0	-91	0	-91	0	-91	0	-91	0	3	-91	7	14	3.57	2	1	1	0	1	10	6	2	2	0	2	0	0	0	0	0	0	2	0	2	2	0	2	0	0	0	0	0	0	2	0	2
NS19869X	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	2	0	2	0	17	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	4	-91	6	0	2.72	2	6	6	0	1	10	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS14193F	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	3	1	3	1	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	2	-91	4	10	2.1	2	3	3	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS19934K	3	2	3	2	3	3	3	2	3	2	1	-91	-91	-91	1	4	0	4	0	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	3	-91	8	13	4	1	-91	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS14060R	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	3	0	3	0	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	4	-91	7	8	3.4	3	1	0	0	1	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS15638A	2	3	3	3	2	3	3	2	3	2	1	-91	-91	-91	1	2	0	2	0	-91	-91	-91	-91	2	-91	-997	-91	-91	2	-93	-93	-93	-93	-93	-93	-93	-93	-93	3	-91	8	9	3.88	3	3	0	0	9	10	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS13743A	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	4	1	4	1	19	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	4	-91	8	7	3.83	1	-91	0	0	1	4	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS20793W	2	3	2	-992	-992	-992	2	3	-992	-992	1	-91	-992	-992	1	3	1	3	1	20	2	2	-91	2	-992	-992	-992	-992	-992	0	-91	0	-91	-992	-992	-992	-992	0	5	-91	7	4	3.29	1	-91	0	0	-98	10	-91	0	0	0	0	-99	-99	-99	0	0	0	-99	-99	-99	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992
NS23258Z	2	-98	2	2	-98	2	2	-98	2	-98	1	-91	-91	-91	1	3	1	3	1	-91	-91	-91	2	2	-91	-91	-91	2	2	1	0	14	0	1	0	14	0	1	3	-91	7	11	3.49	3	1	0	0	-98	1	-94	-94	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
NS19644Y	2	-98	2	2	-98	2	2	-98	2	-98	2	1	-91	-91	1	2	0	2	0	-91	-91	-91	2	2	-91	-91	-91	2	2	1	0	13	0	1	0	13	0	1	4	3.4	-91	-91	3.4	1	-91	0	0	-98	10	0	1	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
NS14349T	2	3	3	-992	-992	-992	3	2	-992	-992	1	-91	-992	-992	1	2	0	2	0	20	2	2	-91	2	-992	-992	-992	-992	-992	0	-91	0	-91	-992	-992	-992	-992	0	3	-91	8	7	3.83	3	1	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992
NS18940E	6	7	7	-992	-992	-992	7	6	-992	-992	2	1	-992	-992	1	6	0	6	0	-91	-91	-91	-91	2	-992	-992	-992	-992	-992	-93	-93	-93	-93	-992	-992	-992	-992	-93	3	-91	8	7	3.83	1	-91	0	0	-98	10	-91	0	-99	-99	-99	0	0	0	0	0	0	-99	-99	-99	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992
NS24076C	3	2	2	-992	-992	-992	2	3	-992	-992	1	-91	-992	-992	1	2	0	2	0	20	2	2	-91	2	-992	-992	-992	-992	-992	0	-91	0	-91	-992	-992	-992	-992	0	3	-91	8	7	3.83	3	1	0	0	5	10	5	1	29	0	15	0	0	0	0	0	0	29	0	15	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992
NS25390M	2	-98	2	2	-98	2	2	-98	2	-98	1	-91	-91	-91	1	3	1	3	1	-91	-91	-91	-92	2	-91	-91	-91	2	2	-94	-94	-94	-94	1	0	15	0	-94	3	-91	7	2	3.23	1	-91	0	0	-98	1	0	1	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
NS12405X	2	3	3	-992	-992	-992	3	2	-992	-992	1	-91	-992	-992	1	3	0	3	0	20	2	2	-91	2	-992	-992	-992	-992	-992	0	-91	0	-91	-992	-992	-992	-992	0	3	-91	6	8	2.95	1	-91	0	0	3	10	11	1	20	0	8	0	0	0	0	0	0	20	0	8	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992
NS14334T	4	-98	4	3	2	2	-98	-98	2	3	1	-91	-99	-99	2	2	0	2	0	-91	-91	-91	-91	2	-99	-99	-99	-99	-99	-93	-93	-93	-93	-99	-99	-99	-99	-93	-91	-91	-91	-91	-91	-91	-91	-91	-91	-98	-98	-98	-98	-94	-94	-94	-98	-98	-98	-98	-98	-98	-98	-98	-98	-94	-94	-94	-99	-99	-99	-99	-99	-99	-94	-94	-94
NS23122G	2	3	2	2	3	2	2	3	2	3	2	1	-91	-91	1	2	0	2	0	20	1	2	-91	2	-91	2	-91	-91	2	1	-91	3	-91	1	-91	3	-91	0	3	5	-91	-91	5	1	-91	0	0	5	10	-91	0	-94	-94	-94	-94	60	120	-94	-94	-94	-94	60	120	-94	-94	-94	-94	60	120	-94	-94	-94	-94	60	120
NS12734L	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	2	0	2	0	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	4	-91	8	5	3.77	1	-91	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS16106Z	2	-98	2	-992	-992	-992	-98	2	-992	-992	1	-91	-992	-992	1	2	0	2	0	-997	-997	-997	-91	2	-992	-992	-992	-992	-992	-94	-94	-94	-94	-992	-992	-992	-992	-94	-91	-91	-91	-91	-91	-91	-91	0	-91	-94	-98	-98	-98	-94	-94	-94	-98	-98	-98	-98	-98	-98	-94	-94	-94	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992
NS18268M	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	2	0	2	0	15	2	2	-91	2	-91	2	-91	-91	2	1	0	0	1	1	0	0	1	1	2	-91	6	12	3.06	2	3	3	0	1	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS24268P	2	-98	2	2	-98	2	2	-98	2	-98	1	-91	-91	-91	1	2	0	2	0	-91	-91	-91	1	2	-91	-91	-91	2	2	1	6	6	0	1	6	8	0	0	2	-91	6	8	2.95	2	4	4	0	-98	2	0	2	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
NS20298Q	2	-98	2	2	-98	2	2	-98	2	-98	1	-91	-91	-91	1	3	1	3	1	-997	-997	-997	-91	2	-91	-91	-91	2	2	1	12	2	0	1	12	3	0	0	4	-91	6	12	3.06	1	-91	0	0	-98	10	6	2	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
NS18598C	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	4	1	4	1	2	1	1	-91	1	-91	2	-91	-91	2	1	5	1	2	1	5	1	2	0	2	-91	8	14	4.03	1	-91	0	0	-98	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS24882K	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	3	0	3	0	19	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	2	-91	5	1	2.3	2	4	4	0	1	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS24950B	2	-98	2	-992	-992	-992	-98	-98	-992	-992	1	-91	-992	-992	2	3	0	3	0	-91	-91	-91	-91	-997	-992	-992	-992	-992	-992	-93	-93	-93	-93	-992	-992	-992	-992	-93	-91	-91	-91	-91	-91	-91	-91	0	-91	-98	-98	-98	-98	0	0	0	-98	-98	-98	-98	-98	-98	-98	-98	-98	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992
NS11634N	3	2	3	3	2	3	3	2	3	2	1	-91	-91	-91	1	3	0	3	0	15	2	2	-91	2	16	2	2	-91	2	1	0	0	1	1	0	0	1	1	1	-91	7	14	3.57	3	2	0	0	1	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS24407A	3	2	3	3	2	3	3	2	3	2	1	-91	-91	-91	2	2	0	3	0	7	2	1	-91	2	-91	2	-91	-91	2	1	0	8	2	1	0	8	2	1	4	-91	5	12	2.61	2	2	2	0	-98	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS21309N	2	-98	2	2	-98	2	2	-98	2	-98	1	-91	-91	-91	1	3	0	3	0	-91	-91	-91	2	2	-91	-91	-91	2	2	1	0	14	0	1	0	14	0	1	3	-91	8	2	3.69	3	2	0	0	-98	2	0	2	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
NS15490E	2	3	2	-992	-992	-992	2	3	-992	-992	1	-91	-992	-992	2	2	0	2	0	19	2	2	-91	2	-992	-992	-992	-992	-992	0	-91	0	-91	-992	-992	-992	-992	0	2	-91	7	6	3.35	1	-91	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992
NS14238W	2	3	3	2	3	3	3	2	3	2	-99	-99	1	-91	-99	2	0	2	0	-99	-99	-99	-99	-99	-91	2	-91	-91	2	-99	-99	-99	-99	0	-94	-94	-94	-99	3	-94	6	8	2.95	1	-94	0	0	1	-94	0	1	0	0	0	-99	-99	-99	-99	-99	-99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS18067G	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	3	1	3	1	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	3	-91	6	4	2.83	1	-91	0	0	-94	10	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS18373D	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	2	0	2	0	16	1	2	-91	2	-91	2	-91	-91	2	1	-91	0	-91	1	-91	0	-91	0	1	-91	4	8	2.04	1	-91	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS15109G	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	2	0	2	0	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	3	-91	8	10	3.91	3	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS19776L	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	2	0	2	0	17	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	3	-91	7	2	3.23	2	2	2	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS24820Q	4	3	2	3	2	2	2	3	2	3	1	-91	-91	-91	1	3	1	3	1	-91	-91	-91	-91	2	-91	-91	-91	-91	2	-93	-93	-93	-93	-93	-93	-93	-93	-93	4	-91	-91	-91	-91	1	-91	0	-91	2	-98	-98	-98	0	0	0	0	0	0	-94	-94	-94	0	0	0	0	0	0	-94	-94	-94	-94	-94	-94	0	0	0
NS21330M	2	-98	2	4	-98	4	-98	-98	4	-98	1	-91	-91	-91	1	2	0	2	0	-91	-91	-91	-91	2	-91	-91	-91	2	2	-93	-93	-93	-93	-93	-93	-93	-93	-93	-91	-91	-91	-91	-91	-91	-91	0	-91	-98	10	5	2	0	0	0	-98	-98	-98	-98	-98	-98	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
NS21859X	2	3	2	3	2	2	2	3	2	3	2	1	-91	-91	1	4	0	4	0	-91	-91	-91	-91	2	-91	2	-91	-91	2	-93	-93	-93	-93	-93	-93	-93	-93	-93	3	-91	-1	-91	-1	1	-91	0	-91	1	10	-94	-94	0	0	0	-99	-99	-99	0	0	0	-99	-99	-99	-94	60	120	0	0	0	0	0	0	-94	60	120
NS18421F	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	3	0	3	0	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	4	-91	7	13	3.54	1	-91	0	0	-98	4	0	2	0	0	0	-99	-99	-99	0	0	0	-99	-99	-99	0	0	0	-94	-94	-94	0	0	0	-94	-94	-94
NS15435S	2	-98	2	2	-98	2	2	-98	2	-98	1	-91	-91	-91	1	3	0	3	0	-91	-91	-91	1	2	-91	-91	-91	2	2	1	1	12	0	1	1	13	0	0	2	-91	6	14	3.12	3	2	0	0	-98	2	0	2	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
NS20315H	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	3	0	3	0	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	4	-91	7	0	3.18	1	-91	0	0	-98	2	1	2	0	0	0	-99	-99	-99	0	0	0	-99	-99	-99	0	0	0	-94	-94	-94	0	0	0	-94	-94	-94
NS15335Q	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	3	1	3	1	5	2	2	-91	2	-91	2	-91	-91	2	1	0	10	1	1	0	10	1	1	4	-91	7	1	3.2	1	-91	0	0	-98	10	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS17306Z	2	-98	2	2	-98	2	2	-98	2	-98	1	-91	-91	-91	1	2	0	2	0	-91	-91	-91	2	2	-91	-91	-91	2	2	1	0	14	0	1	0	14	0	1	2	-91	7	6	3.35	1	-91	0	0	-98	-94	10	2	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
NS17508F	2	3	2	3	2	2	2	3	2	3	1	-91	-91	-91	1	2	0	2	0	17	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	2	-91	7	7	3.37	2	1	1	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS18649H	2	3	3	2	3	3	3	2	3	2	1	-91	-91	-91	1	2	0	2	0	19	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	2	-91	7	10	3.46	3	2	0	0	1	10	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS22401C	2	-98	2	2	-98	2	2	-98	2	-98	2	1	-91	-91	2	3	0	3	0	-91	-91	-91	-91	2	-91	-91	-91	-91	2	-93	-93	-93	-93	-93	-93	-93	-93	-93	2	-91	-91	-91	-91	1	-91	0	-91	-98	10	-91	0	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
NS16759N	2	3	3	2	3	3	3	2	3	2	-99	-99	-99	-99	-99	2	0	2	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	4	-99	-99	-99	-99	-99	-99	-99	-99	4	-98	-98	-98	0	0	0	-99	-99	-99	-99	-99	-99	0	0	0	0	0	0	-99	-99	-99	-99	-99	-99	0	0	0
NS12603Z	3	2	3	3	2	3	3	2	3	2	1	-91	-91	-91	1	2	0	2	0	10	2	2	-91	2	-91	2	-91	-91	2	1	0	5	1	1	0	5	1	1	2	-91	6	1	2.75	1	-91	0	0	1	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS19224A	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	2	2	0	2	0	19	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	3	-91	7	13	3.54	3	1	0	0	3	10	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS16165Q	3	2	3	3	2	3	3	2	3	2	1	-91	-91	-91	1	6	0	6	0	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	3	-91	2	2	.96	2	9	9	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS20031L	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	3	1	3	1	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	4	-91	7	13	3.54	3	1	0	0	1	10	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS15921E	2	-98	2	2	-98	2	-98	2	-98	2	1	-91	-91	-91	1	3	0	3	0	-91	-91	-91	1	2	-91	-91	-91	-1	2	1	5	8	0	-94	-94	-94	-94	0	-91	-91	-91	-91	-91	-91	-91	0	-91	1	-98	-98	-98	0	0	0	-98	-98	-98	-98	-98	-98	0	0	0	0	0	0	-98	-98	-98	-98	-98	-98	0	0	0
NS25702X	3	2	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	3	0	3	0	17	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	2	-91	7	6	3.35	3	1	0	0	1	1	0	1	0	0	0	-94	-94	-94	-94	-94	-94	0	0	0	-94	-94	-94	0	0	0	-94	-94	-94	0	0	0
NS23928F	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	2	0	2	0	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	4	-91	7	0	3.18	2	2	2	0	3	3	0	1	0	0	0	-94	-94	-94	0	0	0	-94	-94	-94	0	0	0	-94	-94	-94	0	0	0	-94	-94	-94
NS23025H	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	2	0	2	0	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	3	-91	9	8	4.31	1	-91	0	0	1	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS10213T	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	2	0	2	0	19	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	3	-91	6	11	3.03	1	-91	0	0	1	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS13250F	-999	-98	-999	-992	-992	-992	-999	-999	-992	-992	1	-91	-992	-992	1	-99	-99	-99	-99	-91	-91	-91	-91	2	-992	-992	-992	-992	-992	-93	-93	-93	-93	-992	-992	-992	-992	-93	-91	-91	-91	-91	-91	-91	-91	0	-91	-98	-98	-98	-98	0	0	0	-98	-98	-98	-999	-999	-999	-999	-999	-999	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992
NS18957G	2	3	3	2	3	3	3	2	3	2	1	-91	-91	-91	1	2	0	3	1	-91	-91	-91	-91	2	-91	2	-91	-91	2	-93	-93	-93	-93	-93	-93	-93	-93	-93	5	-91	-91	-91	-91	1	-91	0	-91	9	10	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
