NSID	SAMPPSU	SAMPSTRATUM	DESIGNWEIGHT	MAINBOOST	W1OUTCOME	W1FINWT	W2OUTCOME	W2FINWT	W3OUTCOME	W3FINWT	W2TOW3NRWT	W4OUTCOME	W4WEIGHT_MAIN_BOOST	W4WEIGHT_MAIN	W5OUTCOME	W5FINWT_CROSS	W6OUTCOME	W6FINWT_CROSS	W6LSYPEWT	W6LSYPEW4WT	W7OUTCOME	W7_LSYPE_WT	W7FINWT	W7_LSYPE_WT_SKIPONLY	W8OUTCOME	W8FINWT	W9OUTCOME	W9FINWT	DATA_AVAILABILITY
NS10050P	10834	108	1.366287179763	1	1	1.19	1	1.11	1	1.06	.96	1	1.075	1.0419	1	.99	1	.99	.99	-1	1	.94076	.94043	-1	2	-1	1	.94	1
NS10051Q	12909	129	.910858119842	1	1	1.21	1	1.26	1	1.29	1.02	1	1.4072	1.3901	1	1.32	1	1.4	1.4	-1	1	1.41005	1.40956	-1	5	-1	5	-1	1
NS10052R	12003	120	1.366287179763	1	1	1.3	1	1.18	1	1.12	.95	1	1.1373	1.1008	1	1.11	1	1.08	1.08	-1	1	1.12157	1.12118	-1	1	.92	1	.82	1
NS10053S	12518	125	1.366287179763	1	1	1.27	1	1.25	1	1.18	.95	1	1.2372	1.1997	3	-1	1	1.25	-1	1.25	1	-1	1.26238	1.24923	1	1.46	1	1.47	1
NS10054T	11423	114	1.366287179763	1	1	1.28	1	1.34	1	1.36	1.01	1	1.2888	1.2485	1	1.24	2	-1	-1	-1	-1	-1	-1	-1	2	-1	2	-1	1
NS10055V	12541	125	1.366287179763	1	1	1.24	1	1.13	1	1.08	.95	1	1.1078	1.0748	1	1.06	1	1.07	1.07	-1	1	.98769	.98735	-1	1	1.05	1	1.08	1
NS10056W	11450	114	1.366287179763	1	1	1.21	1	1.12	1	1.11	.98	1	1.0617	1.0285	1	1.02	1	.94	.94	-1	1	.96453	.9642	-1	1	.87	1	.77	1
NS10057X	13120	131	.910858119842	1	1	.88	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	-1	1	.85	1
NS10058Y	12521	125	.421069155828	1	1	.4	1	.39	1	.39	.98	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	6	-1	1
NS10059Z	11035	110	.365572593787	1	1	.44	1	.44	1	.43	.97	1	.3309	.4229	1	.33	1	.31	.31	-1	1	.28504	.28494	-1	1	.23	1	.22	1
NS10060J	12526	125	1.366287179763	1	1	1.24	1	1.13	1	1.08	.95	1	1.0793	1.0471	1	1.04	1	.98	.98	-1	1	.92811	.92779	-1	1	.88	1	.82	1
NS10061K	10851	108	1.366287179763	1	1	1.23	1	1.14	1	1.08	.94	1	1.1299	1.0946	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	1	1.19	1
NS10062L	12033	120	1.366287179763	1	1	1.26	1	1.17	1	1.12	.95	1	1.1824	1.145	1	1.14	1	1.08	1.08	-1	1	1.12923	1.12883	-1	4	-1	3	-1	1
NS10063M	11451	114	.421069188764	1	1	.37	1	.37	1	.37	1	1	.374	.3614	1	.37	1	.37	.37	-1	1	.37351	.37338	-1	2	-1	1	.31	1
NS10064N	13708	137	.151981943324	1	1	.19	1	.26	1	.27	1.03	1	.3245	.3177	1	1.61	3	-1	-1	-1	-1	-1	-1	-1	2	-1	5	-1	1
NS10065P	12349	123	1.366287179763	1	1	1.3	1	1.2	1	1.19	.98	1	1.2374	1.199	1	1.18	1	1.18	1.18	-1	1	1.0953	1.09491	-1	1	.93	1	.85	1
NS10066Q	11039	110	.296052729324	1	1	.38	1	.42	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	1
NS10067R	10852	108	1.366287179763	1	1	1.31	1	1.27	1	1.28	1	1	1.4087	1.3648	1	1.3	2	-1	-1	-1	-1	-1	-1	-1	1	1.14	1	1.05	1
NS10068S	10849	108	1.366287179763	1	1	1.46	1	2.22	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	2.3	1	2.77	1
NS10069T	11024	110	.294685360398	1	1	.5	1	.7	1	.89	1.27	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	6	-1	1
NS10070D	10812	108	1.366287179763	1	1	1.19	1	1.69	1	2.24	1.31	1	2.3688	2.2958	3	-1	3	-1	-1	-1	-1	-1	-1	-1	2	-1	2	-1	1
NS10071E	13511	135	.280712770552	1	1	.29	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	2	-1	1
NS10072F	13704	137	.151981943324	1	1	.17	1	.16	1	.16	.99	1	.1753	.1731	1	.17	1	.17	.17	-1	1	.17488	.17482	-1	1	.18	2	-1	1
NS10073G	11738	117	1.366287179763	1	1	1.2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	5	-1	1
NS10074H	10702	107	1.366287179763	1	1	1.17	1	1.13	1	1.1	.98	1	1.1893	1.1515	1	1.19	1	1.1	1.1	-1	1	1.10399	1.10361	-1	1	.94	1	.86	1
NS10075J	11016	110	.294685360398	1	1	.4	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	6	-1	1
NS10076K	12037	120	1.366287179763	1	1	1.3	1	1.19	1	1.13	.95	1	1.1685	1.1311	1	1.14	1	1.06	1.06	-1	1	.99366	.99332	-1	1	.69	1	.6	1
NS10077L	13410	134	.910858119842	1	1	1.03	1	1.04	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	6	-1	1
NS10078M	12538	125	1.366287179763	1	1	1.27	1	1.17	1	1.11	.94	1	1.1682	1.1328	1	1.25	1	1.17	1.17	-1	1	1.12984	1.12945	-1	1	.87	1	.86	1
NS10079N	12906	129	.910858119842	1	1	1.36	1	1.59	1	1.88	1.18	1	1.6247	1.667	1	1.58	1	1.58	1.58	-1	1	1.58509	1.58454	-1	5	-1	2	-1	1
NS10080Y	11807	118	1.366287179763	1	1	1.45	1	1.64	1	1.64	1	1	1.6342	1.5921	3	-1	3	-1	-1	-1	-1	-1	-1	-1	5	-1	6	-1	1
NS10081Z	10842	108	1.366287179763	1	1	1.27	1	1.25	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	1
NS10082A	12516	125	.365572593787	1	1	.35	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	1	.35	1
NS10083B	13101	131	.910858119842	1	1	.86	1	1.21	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	2.23	1	2.64	1
NS10084C	13115	131	.910858119842	1	1	.99	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	1
NS10085D	10422	104	1.366287179763	1	1	1.24	1	1.3	1	1.36	1.05	1	1.3291	1.3366	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1.69	5	-1	1
NS10086E	11603	116	.421069155828	1	1	.35	1	.36	1	.34	.95	1	.3429	.3314	1	.34	1	.31	.31	-1	1	.28633	.28623	-1	1	.31	2	-1	1
NS10087F	10702	107	1.366287179763	1	1	1.14	1	1.06	1	1.02	.96	1	1.1043	1.0697	1	1.1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
NS10088G	10306	103	.994593937077	1	1	1.76	1	1.82	1	1.79	.98	1	1.6426	1.5849	1	1.67	1	1.58	1.58	-1	1	1.52513	1.5246	-1	3	-1	1	1.53	1
NS10089H	12822	128	.910858119842	1	1	1.16	1	1.14	1	1.14	.99	1	1.1405	1.1261	1	1.08	1	1.05	1.05	-1	1	1.01544	1.01509	-1	2	-1	2	-1	1
NS10090S	12331	123	1.366287179763	1	1	1.3	1	1.21	1	1.22	1.01	1	1.2418	1.2033	1	1.28	1	1.2	1.2	-1	1	1.48311	1.4826	-1	1	1.23	2	-1	1
NS10091T	11427	114	.370173169348	1	1	.32	1	.33	1	.32	.97	1	.294	.2833	1	.29	1	.29	.29	-1	1	.27557	.27548	-1	6	-1	5	-1	1
NS10092V	10823	108	1.366287179763	1	1	1.27	1	1.29	1	1.52	1.17	1	1.778	1.7232	1	1.84	1	2.24	2.24	-1	1	2.58443	2.58353	-1	5	-1	1	2.1	1
NS10093W	12538	125	1.366287179763	1	1	1.35	1	1.27	1	1.21	.95	1	1.2259	1.1888	1	1.19	1	1.12	1.12	-1	1	1.14691	1.14651	-1	1	1.11	2	-1	1
NS10094X	10416	104	1.366287179763	1	1	1.17	1	1.08	1	1.03	.95	1	1.1521	1.1155	1	1.15	1	1.12	1.12	-1	1	1.10946	1.10908	-1	1	.81	1	.73	1
NS10095Y	10833	108	1.366287179763	1	1	1.23	1	1.16	1	1.1	.94	1	1.1436	1.1079	1	1.06	1	.98	.98	-1	1	.96191	.96157	-1	1	.77	1	.68	1
NS10096Z	12302	123	.421069155828	1	1	.41	1	.41	1	.43	1.03	1	.446	.4312	1	.43	1	.43	.43	-1	1	.49566	.49549	-1	1	.74	1	.79	1
NS10097A	10805	108	.370173169348	1	1	.33	1	.34	1	.36	1.06	1	.3262	.3283	1	.31	1	.33	.33	-1	3	-1	-1	-1	1	.26	1	.25	1
NS10098B	12035	120	1.366287179763	1	1	1.3	1	1.2	1	1.14	.95	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	1
NS10099C	13122	131	.280712770552	1	1	.28	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	2	-1	1
NS10100T	12350	123	1.366287179763	1	1	1.27	1	1.17	1	1.13	.96	1	1.1374	1.1026	1	1.07	1	1.14	1.14	-1	1	1.1719	1.17149	-1	1	1.33	1	1.4	1
NS10101V	13603	136	.151981943324	1	1	.15	1	.17	1	.17	.97	1	.176	.1689	1	.19	1	.21	.21	-1	1	.21758	.2175	-1	1	.25	1	.28	1
NS10102W	11451	114	.370173198303	1	1	.3	1	.29	1	.29	.98	1	.2952	.2846	1	.28	2	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	1
NS10103X	12341	123	1.366287179763	1	1	1.3	1	1.22	1	1.2	.98	1	1.2524	1.2135	1	1.19	2	-1	-1	-1	-1	-1	-1	-1	2	-1	5	-1	1
NS10104Y	12515	125	.370173169348	1	1	.32	1	.29	1	.28	.95	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	.27	1	.25	1
NS10105Z	10420	104	1.366287179763	1	1	1.56	1	1.66	1	1.62	.97	1	1.7529	1.6979	3	-1	1	2.01	-1	2.01	1	-1	1.95624	1.93586	1	2.26	1	2.36	1
NS10106A	11306	113	1.366287179763	1	1	1.43	1	1.36	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	2	-1	1
NS10107B	12315	123	.370173169348	1	1	.35	1	.35	1	.35	1	1	.3734	.3603	5	-1	5	-1	-1	-1	-1	-1	-1	-1	6	-1	-1	-1	1
NS10108C	11033	110	1.366287179763	1	1	1.48	1	1.42	1	1.4	.98	1	1.3729	1.3562	1	1.31	1	1.37	1.37	-1	1	1.39132	1.39083	-1	2	-1	1	1.45	1
NS10109D	11732	117	1.366287179763	1	1	1.2	1	1.15	5	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	-1	5	-1	1
NS10110N	12504	125	1.366287179763	1	1	1.46	1	1.54	1	1.73	1.12	1	1.8896	1.8332	1	2.37	1	2.87	2.87	-1	1	2.58443	2.58353	-1	5	-1	3	-1	1
NS10111P	12534	125	1.366287179763	1	1	1.27	1	1.17	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	1
NS10112Q	11426	114	.421069155828	1	1	.36	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	2	-1	1
NS10113R	11045	110	1.366287179763	1	1	1.52	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	1	1.53	1
NS10114S	12523	125	1.366287179763	1	1	1.27	1	1.17	1	1.15	.98	1	1.1655	1.1303	1	1.13	1	1.06	1.06	-1	1	1.05693	1.05657	-1	1	1.18	1	1.07	1
NS10115T	12101	121	1.366287179763	1	1	1.34	1	1.31	1	1.3	.99	1	1.4722	1.4257	1	1.46	3	-1	-1	-1	-1	-1	-1	-1	1	2.14	1	2.64	1
NS10116V	12801	128	.910858119842	1	1	1.32	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	-1	-1	-1	1
NS10117W	11438	114	1.366287179763	1	1	1.25	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	5	-1	1
NS10118X	12328	123	1.366287179763	1	1	1.3	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1.23	5	-1	1
NS10119Y	12021	120	1.366287179763	1	1	1.34	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	-1	-1	-1	1
NS10120H	656	48	-1	2	-1	-1	-1	-1	-1	-1	-1	1	.4531	0	1	.69	1	.69	.69	-1	1	.72544	.72519	-1	1	.87	1	1.28	1
NS10121J	13710	137	.151981943324	1	1	.17	1	.17	1	.17	1.01	1	.1819	.178	1	.18	1	.19	.19	-1	1	.18439	.18432	-1	1	.25	1	.26	1
NS10122K	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	1	.3102	0	3	-1	2	-1	-1	-1	-1	-1	-1	-1	3	-1	2	-1	1
NS10123L	11011	110	1.366287179763	1	1	1.78	1	2.16	1	2.08	.96	1	2.5685	2.5361	1	2.42	1	2.43	2.43	-1	3	-1	-1	-1	5	-1	6	-1	1
NS10124M	11602	116	1.366287179763	1	1	1.21	1	1.13	1	1.08	.95	1	1.0319	.9996	1	.99	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
NS10125N	12004	120	1.366287179763	1	1	1.49	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	1
NS10126P	11313	113	1.366287179763	1	1	1.21	1	1.11	1	1.09	.98	1	1.2567	1.2181	1	1.29	1	1.21	1.21	-1	1	1.1288	1.12841	-1	1	1.03	1	.96	1
NS10127Q	11701	117	.294685360398	1	1	.52	1	.55	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
NS10128R	11802	118	1.366287179763	1	1	1.46	1	1.43	1	1.72	1.19	1	1.6706	1.6276	1	1.89	1	1.97	1.97	-1	1	1.94235	1.94168	-1	1	1.65	1	1.56	1
NS10129S	11758	117	1.366287179763	1	1	1.23	1	1.14	1	1.08	.95	1	1.0416	1.0148	1	.99	3	-1	-1	-1	-1	-1	-1	-1	2	-1	5	-1	1
NS10130C	10804	108	1.366287179763	1	1	1.19	1	1.12	1	1.12	.99	1	1.1434	1.1082	1	1.05	1	.97	.97	-1	1	.91556	.91524	-1	6	-1	1	.9	1
NS10131D	657	48	-1	2	-1	-1	-1	-1	-1	-1	-1	1	.3054	0	1	.39	1	.39	.39	-1	1	.3643	.36417	-1	1	.34	1	.62	1
NS10132E	12518	125	1.366287179763	1	1	1.27	1	1.17	1	1.1	.93	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	2	-1	1
NS10133F	12358	123	1.366287179763	1	1	1.52	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	-1	-1	-1	1
NS10134G	11027	110	.370173169348	1	1	.4	1	.39	1	.38	.99	1	.3484	.3424	1	.33	1	.32	.32	-1	1	.31666	.31655	-1	1	.28	5	-1	1
NS10135H	10834	108	1.366287179763	1	1	1.19	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	1	1.41	1
NS10136J	13702	137	.197368486216	1	1	.27	1	.33	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	1
NS10137K	657	48	-1	2	-1	-1	-1	-1	-1	-1	-1	1	.3054	0	1	.39	1	.37	.37	-1	3	-1	-1	-1	1	.43	1	.68	1
NS10138L	13602	136	.151981943324	1	1	.15	1	.15	1	.14	.96	1	.1661	.1595	1	.17	1	.2	.2	-1	1	.19902	.19895	-1	1	.2	1	.21	1
NS10139M	11043	110	1.366287179763	1	1	1.52	1	1.55	1	1.69	1.08	1	1.7505	1.7284	1	1.65	1	1.66	1.66	-1	1	1.69022	1.68964	-1	1	1.65	1	1.57	1
NS10140X	13702	137	.243715062525	1	1	.3	1	.29	1	.3	1.03	1	.2585	.2651	1	.25	1	.24	.24	-1	1	.24871	.24863	-1	2	-1	2	-1	1
NS10141Y	10430	104	1.366287179763	1	1	1.17	1	1.07	1	1.03	.96	1	1.1131	1.0777	1	1.12	1	1.12	1.12	-1	1	1.22238	1.22195	-1	3	-1	1	1.29	1
NS10142Z	12903	129	.910858119842	1	1	1.32	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	1	.95	1
NS10143A	12337	123	1.366287179763	1	1	1.3	1	1.2	1	1.18	.98	1	1.2058	1.1684	1	1.15	1	1.12	1.12	-1	1	1.05149	1.05112	-1	1	1.01	1	.99	1
NS10144B	11320	113	1.366287179763	1	1	1.25	1	1.18	1	1.19	1	1	1.3159	1.2761	1	1.34	1	1.26	1.26	-1	1	1.49554	1.49501	-1	1	1.39	1	1.5	1
NS10145C	12323	123	.370173169348	1	1	.33	1	.31	1	.31	.98	1	.3115	.3018	1	.3	1	.3	.3	-1	1	.31896	.31885	-1	6	-1	1	.39	1
NS10146D	10439	104	1.366287179763	1	1	1.17	1	1.08	1	1.04	.96	1	1.1413	1.105	1	1.14	1	1.07	1.07	-1	1	1.05114	1.05078	-1	1	.73	1	.66	1
NS10147E	11729	117	1.366287179763	1	1	1.31	1	1.24	1	1.33	1.07	1	1.3419	1.3073	1	1.46	1	1.47	1.47	-1	1	1.50801	1.50748	-1	1	1.62	2	-1	1
NS10148F	11454	114	1.366287179763	1	1	1.21	1	1.18	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1.78	2	-1	1
NS10149G	10104	101	1.094360304222	1	1	1.71	1	1.55	1	1.45	.93	1	1.225	1.1884	1	1.24	1	1.33	1.33	-1	1	1.36594	1.36547	-1	2	-1	1	1.19	1
NS10150R	13105	131	.910858119842	1	1	.94	1	.97	1	.94	.97	1	1.1776	1.1407	1	1.7	1	2.06	2.06	-1	2	-1	-1	-1	6	-1	2	-1	1
NS10151S	10830	108	1.366287179763	1	1	1.23	1	1.16	1	1.14	.98	1	1.2715	1.2318	1	1.27	5	-1	-1	-1	-1	-1	-1	-1	5	-1	1	1.02	1
NS10152T	11445	114	1.366287179763	1	1	1.32	1	1.35	1	1.33	.99	1	1.2752	1.2347	1	1.23	1	1.24	1.24	-1	1	1.24166	1.24122	-1	1	1.08	2	-1	1
NS10153V	11723	117	.296052729324	1	1	.33	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	.31	2	-1	1
NS10154W	12329	123	1.366287179763	1	1	1.27	1	1.16	1	1.14	.98	1	1.1532	1.1179	1	1.09	1	1.13	1.13	-1	1	1.12223	1.12184	-1	1	1.22	3	-1	1
NS10155X	11703	117	.294685360398	1	1	.39	1	.38	1	.39	1.03	1	.3701	.467	1	.4	1	.38	.38	-1	1	.39013	.38999	-1	1	.31	2	-1	1
NS10156Y	12534	125	1.366287179763	1	1	1.31	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	-1	-1	-1	1
NS10157Z	10812	108	1.366287179763	1	1	1.27	1	1.27	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	1	.98	1
NS10158A	11754	117	1.366287179763	1	1	1.23	1	1.12	1	1.06	.95	1	.9858	.9604	1	.93	1	.89	.89	-1	1	.8315	.83121	-1	1	.62	1	.58	1
NS10159B	10310	103	1.294669094955	1	1	2.29	1	2.37	1	2.33	.98	1	1.9716	1.9127	5	-1	5	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	1
NS10160L	11101	111	.296052729324	1	1	.38	1	.39	1	.38	.99	1	.3404	.3493	1	.33	1	.31	.31	-1	1	.30741	.3073	-1	1	.34	5	-1	1
NS10161M	13705	137	.151981943324	1	1	.17	1	.2	1	.2	1	1	.2075	.2032	1	.21	1	.22	.22	-1	1	.22232	.22225	-1	4	-1	3	-1	1
NS10162N	12905	129	.196456906932	1	1	.33	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	1
NS10163P	12513	125	1.366287179763	1	1	1.27	1	1.18	1	1.55	1.31	1	1.5665	1.5191	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	1	1.38	1
NS10164Q	11906	119	.365572593787	1	1	.37	1	.34	1	.33	.97	1	.2664	.2697	1	.26	1	.25	.25	-1	1	.25508	.25499	-1	1	.27	2	-1	1
NS10165R	12023	120	.365572593787	1	1	.38	1	.36	1	.34	.94	1	.3021	.3037	1	.31	1	.29	.29	-1	1	.27226	.27217	-1	1	.21	1	.19	1
NS10166S	13508	135	.910858119842	1	1	1.07	1	1.09	1	1.56	1.43	1	1.5143	1.5259	3	-1	3	-1	-1	-1	-1	-1	-1	-1	6	-1	5	-1	1
NS10167T	13710	137	.246782112899	1	1	.31	1	.31	1	.31	.99	1	.3077	.3038	1	.29	1	.34	.34	-1	1	.31559	.31548	-1	1	.29	1	.28	1
NS10168V	13104	131	.910858119842	1	1	.94	1	.97	1	.97	.99	1	.9447	.9152	1	.91	1	.91	.91	-1	1	1.03722	1.03686	-1	1	1.37	1	1.59	1
NS10169W	10436	104	.296052729324	1	1	.28	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	.25	2	-1	1
NS10170F	10835	108	.370173169348	1	1	.31	1	.3	1	.29	.96	1	.285	.2748	1	.26	1	.24	.24	-1	1	.21931	.21923	-1	1	.17	1	.18	1
NS10171G	11444	114	.421069155828	1	1	.41	1	.45	1	.49	1.09	1	.5092	.492	1	.66	1	.86	.86	-1	1	.98602	.98567	-1	1	1.65	5	-1	1
NS10172H	13412	134	.246782129512	1	1	.24	1	.23	1	.24	1.01	1	.2359	.2275	1	.22	1	.21	.21	-1	1	.20835	.20827	-1	2	-1	2	-1	1
NS10173J	10105	101	1.247479784746	1	1	2.34	1	2.45	1	2.37	.96	1	2.0035	1.9436	1	2.02	1	2.04	2.04	-1	1	1.86946	1.86881	-1	1	1.51	1	1.44	1
NS10174K	12034	120	1.366287179763	1	1	1.3	1	1.21	1	1.16	.96	1	1.2769	1.236	1	1.25	1	1.17	1.17	-1	1	1.10338	1.103	-1	1	.98	2	-1	1
NS10175L	12522	125	1.366287179763	1	1	1.31	1	1.26	1	1.21	.96	1	1.2764	1.2383	3	-1	1	1.13	-1	1.13	1	-1	1.10325	1.09176	1	1.48	1	1.37	1
NS10176M	10433	104	1.366287179763	1	1	1.17	1	1.1	1	1.06	.96	1	1.164	1.127	1	1.17	3	-1	-1	-1	-1	-1	-1	-1	1	1.02	3	-1	1
NS10177N	13123	131	.910858119842	1	1	.91	1	.86	1	.83	.96	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	.72	1	.72	1
NS10178P	11415	114	1.366287179763	1	1	1.43	1	1.53	1	1.72	1.12	1	1.7213	1.6674	3	-1	3	-1	-1	-1	-1	-1	-1	-1	2	-1	5	-1	1
NS10179Q	13002	130	.910858119842	1	1	.86	1	.78	1	.75	.97	1	.8004	.7762	1	.92	1	1.09	1.09	-1	1	1.094	1.09361	-1	5	-1	1	.94	1
NS10180A	10307	103	1.141679933025	1	1	2.43	1	3.03	1	2.98	.98	1	2.5475	2.5048	1	2.49	1	2.36	2.36	-1	3	-1	-1	-1	4	-1	-1	-1	1
NS10181B	13101	131	.910858119842	1	1	.97	1	.98	1	.96	.98	1	.9237	.8944	1	.89	1	.84	.84	-1	1	.89687	.89656	-1	1	.82	1	.77	1
NS10182C	656	48	-1	2	-1	-1	-1	-1	-1	-1	-1	1	.3138	0	1	.51	1	.54	.54	-1	1	.69401	.69377	-1	2	-1	5	-1	1
NS10183D	11740	117	1.366287179763	1	1	1.26	1	1.47	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	3	-1	1
NS10184E	13502	135	.910858119842	1	1	1.07	1	1.12	1	1.6	1.42	1	2.3956	2.3241	5	-1	5	-1	-1	-1	-1	-1	-1	-1	6	-1	-1	-1	1
NS10185F	10832	108	1.366287179763	1	1	1.27	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	6	-1	1
NS10186G	10101	101	1.211184267527	1	1	1.9	1	1.71	1	1.6	.93	1	1.3444	1.2963	1	1.39	1	1.29	1.29	-1	1	1.19988	1.19947	-1	1	1.21	1	1.27	1
NS10187H	11305	113	1.366287179763	1	1	1.66	1	1.69	1	1.69	1	1	1.7145	1.6703	1	1.62	1	1.54	1.54	-1	5	-1	-1	-1	4	-1	-1	-1	1
NS10188J	10204	102	.695579070306	1	1	1.27	1	1.5	1	1.5	1	1	1.3175	1.2776	1	1.34	1	1.24	1.24	-1	1	1.15735	1.15695	-1	6	-1	2	-1	1
NS10189K	11012	110	.296052729324	1	1	.36	1	.36	1	.35	.97	1	.2721	.3478	1	.27	1	.26	.26	-1	1	.27087	.27077	-1	1	.31	2	-1	1
NS10190V	11728	117	.421069155828	1	1	.41	1	.57	1	.61	1.05	1	.5724	.5565	1	.55	1	.65	.65	-1	2	-1	-1	-1	1	.64	5	-1	1
NS10191W	10412	104	.370173169348	1	1	.28	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	.29	1	.32	1
NS10192X	11715	117	1.366287179763	1	1	1.2	1	1.1	1	1.1	.99	1	1.059	1.0322	1	1.12	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
NS10193Y	12532	125	.370173169348	1	1	.33	1	.34	1	.35	1.03	1	.3789	.3659	1	.36	1	.38	.38	-1	1	.38223	.38209	-1	2	-1	2	-1	1
NS10194Z	11737	117	1.366287179763	1	1	1.31	1	1.26	1	1.3	1.03	1	1.4028	1.3666	1	1.33	1	1.33	1.33	-1	1	1.42751	1.42701	-1	1	1.7	5	-1	1
NS10195A	12818	128	.151981943324	1	1	.17	1	.16	1	.16	.97	1	.1907	.1866	3	-1	1	.13	-1	.13	1	-1	.17482	.173	5	-1	5	-1	1
NS10196B	10403	104	1.366287179763	1	1	1.24	1	1.25	1	1.28	1.02	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	1
