NSID	W8CHID	W8NCHSEX	W8NCHDOBM	W8NCHDOBY	W8NCHRAGE	W8DNCHRAGE	W8NCHREL	W8NCHRELP	W8PARNAME	W8PARDOBM	W8PARDOBY	W8PARAGE	W8DPARAGE	W8NCHPRES	W8NCHEVLV	W8CHDLIVE	W8ABCHG91	W8COPA	W8SEOF
NS18330X	2	1	10	2007	-1	8	1	-9	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18330X	3	1	4	2009	-1	6	1	-9	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18330X	4	2	4	2010	-1	5	1	-9	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18330X	5	1	10	2012	-1	3	1	-9	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18330X	6	1	9	2014	-1	1	1	-9	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18345X	1	1	11	2011	-1	4	1	-1	1	-1	-1	-1	-1	2	-1	-1	1	1	1
NS18352N	1	1	12	2010	-1	5	1	-1	-1	5	1980	-1	35	1	-1	-1	-1	1	4
NS18354Q	1	2	9	2009	-1	6	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18367N	1	1	1	2012	-1	4	1	2	1	-1	-1	-1	-1	1	-1	-1	-1	1	2
NS18367N	2	2	8	2010	-1	5	3	1	-1	-1	-1	-1	-1	2	-1	-1	1	-1	-1
NS18380V	1	1	9	2005	-1	10	5	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18403T	1	2	12	2013	-1	1	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	1
NS18406X	1	2	4	2012	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18406X	2	1	4	2013	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18406X	3	2	4	2013	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18410K	1	2	5	2011	-1	5	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18410K	2	1	7	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18418T	1	1	1	2015	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18418T	2	1	3	2016	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18418T	3	1	2	2007	-1	9	3	1	-1	-1	-1	-1	-1	2	-1	-1	1	-1	-1
NS18422G	1	1	4	2011	-1	5	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18422G	2	2	11	2013	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18459Y	1	2	10	2007	-1	8	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18459Y	2	2	1	2009	-1	7	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18459Y	3	1	7	2011	-1	4	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18459Y	4	1	1	2014	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18465N	1	1	3	2016	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18484B	1	2	11	2007	-1	8	1	2	-1	-9	-9	-8	-8	1	-1	-1	-1	2	-1
NS18484B	2	2	1	2012	-1	4	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18490R	1	2	3	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18553T	1	2	6	2013	-1	2	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	2
NS18553T	2	2	5	2015	-1	1	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	2
NS18562M	1	1	-9	-9	2	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18562M	2	2	-9	-9	1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18573H	1	2	11	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18604Z	1	2	11	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18622L	1	2	2	2011	-1	5	1	-1	1	-1	-1	-1	-1	2	-1	-1	2	1	1
NS18630D	1	2	12	2008	-1	7	1	-1	1	-1	-1	-1	-1	3	1	5	7	1	7
NS18630D	2	1	6	2012	-1	3	1	-1	1	-1	-1	-1	-1	3	2	5	7	1	7
NS18631E	1	1	9	2006	-1	9	1	2	-1	-9	-9	35	35	1	-1	-1	-1	2	-1
NS18664R	1	1	8	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18664R	2	1	8	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18673K	1	2	4	2013	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18680B	1	1	-9	-9	2	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18680B	2	1	-9	-9	1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18681C	1	2	3	2008	-1	7	1	-1	-1	-9	-9	30	30	1	-1	-1	-1	1	2
NS18681C	2	2	10	2014	-1	1	1	-1	-1	-9	-9	30	30	1	-1	-1	-1	1	2
NS18689L	1	2	-9	-9	8	8	1	-1	-1	-9	-9	30	30	1	-1	-1	-1	2	-1
NS18689L	2	2	6	2013	-1	2	1	-1	-1	-9	-9	-9	-9	1	-1	-1	-1	2	-1
NS18695B	1	2	4	2013	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18698E	1	1	3	2013	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18698E	2	2	9	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18720L	1	1	-9	-9	5	5	1	-1	1	-1	-1	-1	-1	3	2	1	1	-1	-1
NS18722N	1	1	4	2010	-1	5	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18725R	1	1	10	2012	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18735L	1	1	11	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18741B	1	1	2	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18771K	1	2	10	2014	-1	1	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	1
NS18771K	2	2	9	2011	-1	4	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	1
NS18784H	1	1	10	2012	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18784H	2	2	3	2014	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18787L	1	2	-9	-9	7	7	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18787L	2	1	1	2012	-1	4	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18787L	3	2	11	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18787L	4	1	3	2005	-1	11	2	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18808H	1	2	-9	-9	4	4	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18808H	2	2	-9	-9	0	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18830H	1	2	11	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18830H	2	1	5	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18844G	1	2	4	2014	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18849M	1	1	1	2013	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18852Z	1	2	5	2008	-1	7	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18852Z	2	2	10	2010	-1	5	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18857E	1	2	-9	-9	4	4	1	-1	1	-1	-1	-1	-1	3	1	1	1	-1	-1
NS18868A	1	1	7	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18888P	1	2	9	2012	-1	3	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	1
NS18888P	2	1	10	2014	-1	1	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	1
NS18889Q	1	2	11	2007	-1	8	1	2	1	-1	-1	-1	-1	3	1	3	5	2	-1
NS18889Q	2	1	5	2011	-1	4	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18889Q	3	1	7	2012	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18889Q	4	1	9	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18893D	1	2	1	2007	-1	8	1	2	11	-9	-9	27	27	1	-1	-1	-1	2	-1
NS18893D	2	1	9	2009	-1	6	1	2	1	-1	-1	-1	-1	1	-1	-1	-1	1	3
NS18893D	3	2	2	2012	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18894E	1	1	2	2013	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18905G	1	1	11	2013	-1	2	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	1
NS18906H	1	1	4	2009	-1	7	1	-1	1	-1	-1	-1	-1	3	2	1	2	-1	-1
NS18906H	2	1	8	2015	-1	0	1	-1	1	-1	-1	-1	-1	3	2	1	2	-1	-1
NS18907J	1	1	8	2012	-1	3	1	-1	-1	5	1990	-1	25	1	-1	-1	-1	1	2
NS18921R	1	2	11	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18931L	1	2	6	2011	-1	4	1	-1	1	-1	-1	-1	-1	3	1	1	2	-1	-1
NS18934P	1	2	12	2009	-1	5	1	-1	-1	-9	-9	28	28	3	2	1	1	-1	-1
NS18936R	1	1	6	2011	-1	4	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18936R	2	1	4	2016	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18936R	3	2	6	2009	-1	6	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18973R	1	1	-9	-9	2	2	1	-1	1	-1	-1	-1	-1	2	-1	-1	1	1	1
NS18973R	2	2	-9	-9	0	0	1	-1	1	-1	-1	-1	-1	2	-1	-1	1	1	1
NS18980H	1	1	11	2009	-1	6	1	2	1	-1	-1	-1	-1	1	-1	-1	-1	2	-1
NS18982K	1	2	9	2013	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19010X	1	2	1	2009	-1	7	1	2	2	-1	-1	-1	-1	3	1	9	-1	-1	-1
NS19010X	2	2	1	2015	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19010X	3	1	1	2015	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19023V	1	2	1	2013	-1	2	3	1	-1	-1	-1	-1	-1	2	-1	-1	2	-1	-1
NS19033P	1	1	11	2006	-1	9	1	-1	-1	-9	-9	27	27	1	-1	-1	-1	1	2
NS19033P	2	1	2	2008	-1	8	1	-1	-1	-9	-9	27	27	1	-1	-1	-1	1	2
NS19038V	1	1	12	2009	-1	6	1	-1	-1	-9	-9	30	30	1	-1	-1	-1	2	-1
NS19041G	1	1	9	2003	-1	12	3	-1	-1	-1	-1	-1	-1	3	2	1	2	-1	-1
NS19041G	2	1	10	2006	-1	9	3	-1	-1	-1	-1	-1	-1	3	2	1	2	-1	-1
NS19046M	1	2	6	2012	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19046M	2	1	6	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19056G	1	1	9	2010	-1	5	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19056G	2	1	5	2012	-1	4	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19096K	1	2	1	2011	-1	5	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19096K	2	2	5	2013	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19104J	1	2	-9	-9	2	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19111A	1	1	3	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19115E	1	2	2	2010	-1	5	1	-1	1	-1	-1	-1	-1	3	1	1	2	-1	-1
NS19115E	2	2	2	2012	-1	3	1	-1	1	-1	-1	-1	-1	3	1	1	2	-1	-1
NS19127B	1	2	3	2009	-1	6	1	-1	-1	-9	-9	-9	-9	1	-1	-1	-1	1	1
NS19140H	1	2	8	2011	-1	4	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19140H	2	2	8	2009	-1	6	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19157K	1	1	2	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19159M	1	1	8	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19164B	1	1	12	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19181M	1	1	3	2009	-1	7	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	2
NS19196M	1	2	1	2011	-1	5	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19196M	2	1	6	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19221X	1	1	5	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19226C	1	1	1	2009	-1	7	1	2	1	-1	-1	-1	-1	1	-1	-1	-1	2	-1
NS19226C	2	1	12	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19257M	1	2	4	2012	-1	4	1	-1	1	3	1986	-1	30	1	-1	-1	-1	2	-1
NS19267G	1	1	8	2010	-1	5	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19288X	1	1	3	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19291J	1	2	8	2010	-1	5	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19291J	2	2	9	2012	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19291J	3	2	8	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19309T	1	2	1	2010	-1	6	1	-1	-1	9	1979	-1	36	1	-1	-1	-1	2	-1
NS19311E	1	2	12	2010	-1	5	1	2	1	-1	-1	-1	-1	1	-1	-1	-1	1	2
NS19311E	2	1	4	2015	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19317L	1	2	10	2011	-1	4	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19317L	2	1	1	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19341N	1	2	4	2013	-1	3	1	-1	1	-1	-1	-1	-1	2	-1	-1	1	1	1
NS19341N	2	1	4	2014	-1	2	1	-1	1	-1	-1	-1	-1	2	-1	-1	1	1	1
NS19345S	1	2	7	2013	-1	2	1	-1	11	5	1988	-1	28	1	-1	-1	-1	1	2
NS19348W	1	2	7	2014	-1	1	1	-1	-1	7	1989	-1	26	1	-1	-1	-1	1	1
NS19362D	1	2	1	2008	-1	8	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19362D	2	1	12	2013	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19362D	3	1	11	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19372Y	1	2	6	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19375B	1	2	8	2015	-1	0	1	-1	11	3	1993	-1	23	1	-1	-1	-1	1	1
NS19383T	1	2	-9	-9	3	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19383T	2	1	-9	-9	1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19394P	1	1	8	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19408V	1	2	7	2012	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19419Q	1	1	5	2007	-1	8	1	-1	11	-9	-9	28	28	1	-1	-1	-1	1	3
NS19419Q	2	2	1	2010	-1	6	1	-1	11	3	1989	-1	27	1	-1	-1	-1	1	3
NS19422C	1	2	4	2009	-1	7	1	-1	11	4	1985	-1	31	1	-1	-1	-1	1	2
NS19422C	2	1	5	2014	-1	2	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	2
NS19425F	1	1	7	2012	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19425F	2	2	10	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19433Y	1	2	2	2009	-1	7	1	2	-1	2	1989	-1	27	1	-1	-1	-1	1	2
NS19433Y	2	1	5	2015	-1	0	1	2	-1	1	1989	-1	27	1	-1	-1	-1	1	2
NS19445V	1	2	10	2010	-1	5	1	-1	11	-9	-9	40	40	3	2	4	1	2	-1
NS19445V	2	1	6	2013	-1	2	1	-1	1	-1	-1	-1	-1	3	2	3	7	2	-1
NS19445V	3	2	8	2015	-1	0	1	-1	1	-1	-1	-1	-1	3	2	3	7	2	-1
NS19454N	1	2	9	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19458S	1	1	8	2007	-1	8	1	-1	-1	4	1990	-1	25	3	2	1	7	-1	-1
NS19466K	1	2	7	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19475D	1	1	10	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19476E	1	2	2	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19478G	1	2	6	2013	-1	2	1	-1	-1	-9	-9	30	30	1	-1	-1	-1	1	2
NS19483W	1	2	7	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19483W	2	1	10	2012	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19483W	3	2	7	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19486Z	1	2	9	2009	-1	6	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19486Z	2	1	6	2010	-1	5	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19486Z	3	2	5	2011	-1	5	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19486Z	4	1	1	2014	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19486Z	5	1	5	2016	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19487A	1	1	5	2012	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19487A	2	1	5	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19487A	3	2	10	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19490M	1	1	9	2008	-1	7	3	1	-1	-1	-1	-1	-1	3	2	1	2	-1	-1
NS19490M	2	2	9	2008	-1	7	3	1	-1	-1	-1	-1	-1	3	2	1	2	-1	-1
NS19493Q	1	1	-9	-9	-9	-9	1	-1	-1	-9	-9	-9	-9	1	-1	-1	-1	-9	-1
NS19493Q	2	-9	-9	-9	-9	-9	-9	-1	-1	-1	-1	-1	-1	-9	-1	-1	-1	-1	-1
NS19493Q	3	-9	-9	-9	-9	-9	-9	-1	-1	-1	-1	-1	-1	-9	-1	-1	-1	-1	-1
NS19493Q	4	-9	-9	-9	-9	-9	-9	-1	-1	-1	-1	-1	-1	-9	-1	-1	-1	-1	-1
NS19493Q	5	-9	-9	-9	-9	-9	-9	-1	-1	-1	-1	-1	-1	-9	-1	-1	-1	-1	-1
NS19493Q	6	-9	-9	-9	-9	-9	-9	-1	-1	-1	-1	-1	-1	-9	-1	-1	-1	-1	-1
NS19493Q	7	-9	-9	-9	-9	-9	-9	-1	-1	-1	-1	-1	-1	-9	-1	-1	-1	-1	-1
NS19493Q	8	-9	-9	-9	-9	-9	-9	-1	-1	-1	-1	-1	-1	-9	-1	-1	-1	-1	-1
NS19493Q	9	-9	-9	-9	-9	-9	-9	-1	-1	-1	-1	-1	-1	-9	-1	-1	-1	-1	-1
NS19493Q	10	-9	-9	-9	-9	-9	-9	-1	-1	-1	-1	-1	-1	-9	-1	-1	-1	-1	-1
NS19517Q	1	2	9	2010	-1	5	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19571B	1	2	2	2012	-1	3	1	-1	-1	10	1989	-1	26	1	-1	-1	-1	1	1
NS19578J	1	1	3	2009	-1	6	1	2	1	-1	-1	-1	-1	1	-1	-1	-1	2	-1
NS19578J	2	2	1	2013	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19580V	1	2	7	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19586B	1	1	9	2012	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19590P	1	2	7	2007	-1	8	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	2
NS19590P	2	2	8	2012	-1	3	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	2
NS19591Q	1	1	12	2008	-1	7	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	1
NS19598Y	1	1	10	2011	-1	4	5	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19598Y	2	1	8	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19599Z	1	1	-9	-9	-9	-9	3	1	-1	-1	-1	-1	-1	3	2	1	2	-1	-1
NS19599Z	2	2	-9	-9	-9	-9	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19611L	1	2	4	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19665N	1	1	4	2013	-1	3	3	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19666P	1	1	2	2015	-1	1	1	-1	11	-9	-9	23	23	3	2	1	1	-1	-1
NS19684B	1	-9	-9	-9	-9	-9	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19688F	1	1	10	2007	-1	8	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	2
NS19688F	2	2	12	2011	-1	4	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	2
NS19695X	1	1	3	2007	-1	8	1	2	1	-1	-1	-1	-1	1	-1	-1	-1	1	3
NS19695X	2	1	2	2008	-1	7	1	2	1	-1	-1	-1	-1	1	-1	-1	-1	1	3
NS19695X	3	2	11	2013	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19703W	1	1	12	2012	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19705Y	1	2	1	2008	-1	8	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	2
NS19705Y	2	1	5	2012	-1	3	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	2
NS19705Y	3	2	2	2015	-1	1	1	-1	11	6	1988	-1	27	1	-1	-1	-1	1	1
NS19747D	1	2	5	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19780Z	1	2	6	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19790T	1	2	12	2012	-1	2	1	-1	-1	2	1993	-1	22	1	-1	-1	-1	2	-1
NS19791V	1	2	1	2015	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19792W	1	2	7	2006	-1	9	1	-1	-1	1	1988	-1	28	1	-1	-1	-1	1	1
NS19792W	2	1	6	2009	-1	6	1	-1	-1	1	1988	-1	28	1	-1	-1	-1	1	1
NS19792W	3	1	1	2016	-1	0	1	-1	-1	9	1993	-1	22	1	-1	-1	-1	1	1
NS19797B	1	1	12	2014	-1	1	1	-1	1	-1	-1	-1	-1	3	2	1	3	-1	-1
NS19799D	1	1	4	2015	-1	0	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	1
NS19845D	1	1	5	2010	-1	5	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19845D	2	1	7	2012	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19859C	1	2	2	2010	-1	6	3	1	-1	-1	-1	-1	-1	2	-1	-1	2	-1	-1
NS19859C	2	1	9	2004	-1	11	3	1	-1	-1	-1	-1	-1	2	-1	-1	1	-1	-1
NS19861N	1	1	3	2013	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19861N	2	2	8	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19864R	1	2	9	2008	-1	7	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19864R	2	2	11	2011	-1	4	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19874L	1	2	10	2009	-1	6	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19874L	2	2	12	2010	-1	5	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19876N	1	1	3	2010	-1	6	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19885G	1	1	-9	-9	7	7	1	-1	-1	5	1984	-1	31	1	-1	-1	-1	2	-1
NS19887J	1	2	-9	-9	10	10	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19888K	1	1	1	2013	-1	2	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	1
NS19892Y	1	1	8	2011	-1	4	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19892Y	2	1	5	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19896C	1	1	-9	-9	-9	-9	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19898E	1	1	12	2013	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19937N	1	1	-9	-9	2	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS19942C	1	1	6	2009	-1	6	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
