NSID	W8BENID	W8BENA	W8BENP2	W8BENA3	W8BENW
NS25844E	22	343	1	-1	343
NS25844E	23	200	4	1	200
NS25845F	2	70	1	-1	70
NS25845F	21	80	2	-1	18
NS25845F	23	60	1	-1	60
NS25847H	21	33	1	-1	33
NS25847H	22	100	1	-1	100
NS25847H	23	80	1	-1	80
NS25847H	28	10	1	-1	10
NS25847H	29	30	1	-1	30
NS25867X	21	20	2	-1	4
NS25867X	22	131	1	-1	131
NS25867X	23	0	1	-1	0
NS25867X	28	417	2	-1	96
NS25867X	29	0	2	-1	0
NS25870J	2	82	4	2	41
NS25870J	21	0	4	1	0
NS25870J	23	163	4	1	163
NS25870J	28	87	4	1	87
NS25870J	29	0	4	4	0
NS25918C	21	82	4	4	20
NS25918C	25	558	4	4	139
NS25927W	2	20	4	2	10
NS25942E	21	82	4	4	20
NS25945H	21	20	1	-1	20
NS25945H	23	20	1	-1	20
NS25949M	18	0	-8	-1	-8
NS25956D	1	150	1	-1	150
NS25969B	1	10	4	5	2
NS25971M	21	82	4	4	20
NS25971M	22	561	4	4	140
NS25971M	23	0	4	4	0
NS25971M	28	182	1	-1	182
NS25971M	29	-8	-8	-1	-1
NS25972N	21	22	1	-1	22
NS25972N	22	130	1	-1	130
NS25972N	23	0	4	1	0
NS25972N	28	64	1	-1	64
NS25973P	1	210	4	2	105
NS25985L	30	300	2	-1	69
NS26049N	4	186	4	2	93
NS26049N	6	60	1	-1	60
NS26049N	7	240	2	-1	55
NS26049N	21	20	1	-1	20
NS26049N	23	62	1	-1	62
NS26049N	28	92	1	-1	92
NS26049N	29	15	1	-1	15
NS26081H	21	283	4	5	65
NS26081H	22	402	4	5	92
NS26081H	23	82	4	5	18
NS26081H	28	150	4	1	150
NS26081H	29	100	4	5	23
NS26083K	21	82	4	5	18
NS26083K	22	158	4	5	36
NS26083K	23	234	4	5	54
NS26083K	28	400	4	5	92
NS26083K	29	40	4	5	9
NS26085M	1	-9	-9	-1	-1
NS26100C	21	35	1	-1	35
NS26100C	22	40	1	-1	40
NS26100C	23	80	1	-1	80
NS26108L	4	200	4	2	100
NS26108L	7	150	2	-1	34
NS26108L	28	800	2	-1	184
NS26108L	29	300	4	11	11
