NSID	Designweight	SampPSU	SampStratum	IndSchool	W1FinWt	w1intmonthMP	w1intyearMP	w1intmonthSP	w1intyearSP	W1InCarHH	W1InTypHH	W1hous12HH	W1usevcHH	W1vehnoHH	W1condur4MP	W1condur5MP	W1condur6MP	W1englangHH	W1mainres	W1secores	W1InfoN	W1hrefPer	W1qfhhno	W1fammealMP	W1faminMP	W1fammusMP	W1paroutMP	W1parbackMP	W1partimdMP	W1patwkMP	W1partmewMP	W1carehhMP	W1carehhtMP	W1carenhhMP	W1carenhtMP	W1ben1MP0a	W1ben1MP0b	W1ben1MP0c	W1ben1MP0d	W1ben1MP0e	W1ben1MP0f	W1ben1MP0g	W1ben1MP0h	W1ben1MP0i	W1benchMP	W1ben2MP0a	W1ben2MP0b	W1ben2MP0c	W1ben2MP0d	W1ben2MP0e	W1ben2MP0f	W1ben2MP0g	W1ben2MP0h	W1ben2MP0i	W1ben2MP0j	W1ben2MP0k	W1ben2MP0l	W1ben2MP0m	W1ben2MP0n	W1ben2MP0o	W1ben3MP0a	W1ben3MP0b	W1ben3MP0c	W1ben3MP0d	W1ben3MP0e	W1benamMP	W1benchildMP	W1benunempMP	W1benlowincMP	W1bendisMP	W1benberMP	W1benothMP	W1inc1estMP	W1inc2estMP	W1managhhMP	W1whopresMP0a	W1whopresMP0b	W1whopresMP0c	W1whopresMP0d	W1whopresMP0e	W1whopresMP0f	W1Ed1MP	W1ed1aMP	W1Ed1bMP	W1QualMP0a	W1QualMP0b	W1QualMP0c	W1QualMP0d	W1QualMP0e	W1QualMP0f	W1QualMP0g	W1QualMP0h	W1QualMP0i	W1QualMP0j	W1QualMP0k	W1QualMP0l	W1QualMP0m	W1QualMP0n	W1QualMP0o	W1QualMP0p	W1QualMP0q	W1QualMP0r	W1QualMP0s	W1QualMP0t	W1QualMP0u	W1QualMP0v	W1QualMP0w	W1QualMP0x	W1QualMP0y	W1QualMP0z	W1QualMPaa	W1QualMPab	W1QualMPac	W1QualMPad	W1QualMPae	W1QualMPaf	W1QualMPag	W1QualMPah	W1QualMPai	W1QualMPaj	W1QualMPak	W1QualMPal	W1QualMPam	W1QualMPan	W1QualMPao	W1QualMPap	W1QualMPaq	W1QualMPar	W1QualMPas	W1QualMPat	W1QualMPau	W1QualMPav	W1QualMPaw	W1ApprentMP	W1oversMP	W1otypeMP	W1ed3MP	W1ed4MP	W1wrk1aMP	W1WrkYMP	W1wrkmMP	W1wrk2MP	W1Wrk3MP	W1wrk4MP	W1wrkStatMP	W1wrk10MP	W1wrk11MP	W1fixhrMP	W1FixraMP	W1Fixra2MP	W1Salar1MP	W1salar2MP	W1Salar3MP	W1salar4MP	W1JJBHrsMP	W1HRsOverMP	W1PaidovrMP	W1wrk12aMP	W1wrk12bMP	W1SeiInc1MP	W1SeiInc2MP	W1SeiInc3MP	W1hea1MP	W1hea2MP	W1hea2aMP	W1pethniCMP	W1prelig1MP	W1prelig2MP	W1prelig3MP	W1ppresMP0a	W1ppresMP0b	W1ppresMP0c	W1ppresMP0d	W1ppresMP0e	W1ppresMP0f	W1ppresMP0g	W1NoldsibHS	W1NoldBroHS	W1NresSibHS	W1Ed1SP	W1ed1aSP	W1Ed1bSP	W1QualSP0a	W1QualSP0b	W1QualSP0c	W1QualSP0d	W1QualSP0e	W1QualSP0f	W1QualSP0g	W1QualSP0h	W1QualSP0i	W1QualSP0j	W1QualSP0k	W1QualSP0l	W1QualSP0m	W1QualSP0n	W1QualSP0o	W1QualSP0p	W1QualSP0q	W1QualSP0r	W1QualSP0s	W1QualSP0t	W1QualSP0u	W1QualSP0v	W1QualSP0w	W1QualSP0x	W1QualSP0y	W1QualSP0z	W1QualSPaa	W1QualSPab	W1QualSPac	W1QualSPad	W1QualSPae	W1QualSPaf	W1QualSPag	W1QualSPah	W1QualSPai	W1QualSPaj	W1QualSPak	W1QualSPal	W1QualSPam	W1QualSPan	W1QualSPao	W1QualSPap	W1QualSPaq	W1QualSPar	W1QualSPas	W1QualSPat	W1QualSPau	W1QualSPav	W1QualSPaw	W1apprentSP	W1oversSP	W1otypeSP	W1ed3SP	W1ed4SP	W1wrk1aSP	W1wrkYSP	W1wrkmSP	W1Wrk2SP	W1wrk3SP	W1wrk4SP	W1wrkStatSP	W1wrk10SP	W1wrk11SP	W1fixhrSP	W1FixraSP	W1Fixra2SP	W1salar1SP	W1Salar2SP	W1salar3SP	W1salar4SP	W1JJBhrsSP	W1HrsOveSP	W1PaidovrSP	W1wrk12aSP	W1wrk12bSP	W1SeiInc1SP	W1SeiInc2SP	W1SeiInc3SP	W1hea1SP	W1hea2SP	W1hea2aSP	W1pethnicSP	W1prelig1SP	W1prelig2SP	W1prelig3SP	W1ppresSP0a	W1ppresSP0b	W1ppresSP0c	W1ppresSP0d	W1ppresSP0e	W1ppresSP0f	W1ppresSP0g	W1motherID	W1fatherID	W1sexMP	W1sexSP	W1ageMP	W1ageSP	W1agemum	W1agedad	W1agebd5MP	W1agebd5SP	W1agebd5mum	W1agebd5dad	W1agebd10MP	W1agebd10SP	W1agebd10mum	W1agebd10dad	W1marstatMP	W1marstatSP	W1marstatmum	W1marstatdad	W1wrkageMP	W1wrkageSP	W1wrkagemum	W1wrkagedad	W1empsMP	W1empsSP	W1empsmum	W1empsdad	W1depkids	W1ch0_2HH	W1ch3_11HH	W1ch12_15HH	W1ch16_17HH	W1stepfam	W1famtyp	W1famtyp2	W1singlepar	W1empszMP	W1empszSP	W1empszmum	W1empszdad	W1louneMP	W1louneSP	W1SOCMajorSP	W1SOCMajorMP	W1nssecMP	W1nssecSP	W1nsseccatSP	W1nsseccatMP	W1nsseccatmum	W1nsseccatdad	W1nsseccatfam	W1nssecmum	W1nssecdad	W1nssecfam	W1emplenMP	W1emplenSP	W1emplenmum	W1emplendad	W1disabMP	W1disabSP	W1disabmum	W1disabdad	W1sibs	W1sibs2	W1hiqualgMP	W1hiqualgSP	W1hiqualgmum	W1hiqualgdad	W1hiqualMP	W1hiqualSP	W1hiqualmum	W1hiqualdad	W1wrkfullMP	W1wrkfullSP	W1wrkfulldad	W1wrkfullmum	W1wrkcurMP	W1wrkcurSP	W1wrkcurdad	W1wrkcurmum	W1empmonMP	W1empmonSP	W1empmonmum	W1empmondad	W1LangHom1	W1LangHom2	W1LangHom3	W1ethgrpMP	W1ethgrpSP	W1ethgrpmum	W1ethgrpdad	W1ethgrpYP	W1GrssyrMP	W1flagIncEditMP	W1GrsswkMP	W1GrssmnMP	W1GrssyrSP	W1flagIncEditSP	W1GrsswkSP	W1GrssmnSP	W1GrssyrHH	W1GrsswkHH	W1GrssmnHH	W1GrssyrHHbands	W1inc1est
NS10011M	1.36628717976343	12542	125	0	1.23727737627523	6	2004	6	2004	1	-91	2	1	1	3	1	2	1	2	3	2	3	5	2	1	2	2	1	1	1	1	2	-91	2	-91	1	0	0	0	0	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	11	1	0	1	0	0	0	-92	-91	1	0	1	0	0	1	0	16	2	-91	0	1	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	-91	2	2	10	2000	4	1	1996	6	1	2	1	1	4	0	-91	-91	-91	-91	2	2	0	-91	-91	-91	-91	-91	1	2	-91	-91	2	2	4	0	1	1	0	1	0	0	0	2	0	16	2	-91	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	-91	2	2	1	1999	10	-91	-91	-91	1	1	2	1	4	70	-91	-91	-91	-91	36	10	10	-91	-91	-91	-91	-91	1	2	-91	-91	2	2	3	0	0	0	0	1	0	0	2	3	2	1	35	39	35	39	4	4	4	4	3	3	3	3	2	2	2	2	1	1	1	1	6	1	6	1	3	0	2	1	0	1	1	0	0	7	6	7	6	-91	-91	9	9	6	5	10	12.2	12.2	10	10	6	5	5	50	56	50	56	3	3	3	3	2	2	4	5	4	5	15	16	15	16	3	1	1	3	2	1	1	2	-91	125	-91	125	-91	-91	-91	1	1	1	1	1	-91	0	-91	-91	8798.4	0	169.2	733.2	8798.4	169.2	733.2	2	-92
NS10012N	1.36628717976343	12544	125	0	1.23727737627523	9	2004	-91	-91	1	-91	2	1	2	3	1	1	1	2	3	2	3	4	2	1	2	6	-91	-91	1	1	2	-91	1	1	1	0	0	0	0	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	3	1	0	0	0	0	0	27	-91	2	0	0	1	0	0	0	16	2	-91	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	-91	2	2	4	2004	4	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	-91	-91	-1	-91	2	2	-91	-997	2	2	3	0	0	1	0	0	0	0	1	0	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	2	3	2	1	46	30	46	30	6	3	6	3	4	2	4	2	2	2	2	2	1	1	1	1	2	1	2	1	2	0	0	1	1	1	1	0	0	3	-99	3	-99	-91	-99	-99	6	4	-99	-99	9.1	9.1	-99	-99	4	-99	-99	5	-99	5	-99	3	-99	3	-99	1	1	2	-99	2	-99	5	-99	5	-99	2	1	1	2	1	1	1	1	185	-99	185	-99	-91	-91	-91	1	1	1	1	1	-1	0	-1	-1	-99	0	-99	-99	-1	-1	-1	-1	27
NS10013P	.197368486215932	13119	131	0	.259087361591692	6	2004	-91	-91	1	-91	2	1	1	1	1	2	1	2	3	2	2	4	3	1	3	3	1	1	1	1	1	3	2	-91	1	0	0	0	0	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	9	1	0	1	0	0	0	15	-91	2	1	0	0	0	0	0	18	2	-91	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	2004	2	-91	-91	-91	1	1	4	1	5	76	-91	-91	-91	-91	25	-1	-91	-91	-91	-91	-91	-91	2	2	-91	-91	2	6	3	1	0	0	0	0	0	0	1	2	1	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	3	2	1	2	38	37	37	38	4	4	4	4	3	3	3	3	1	1	1	1	1	1	1	1	2	2	2	2	1	0	0	1	0	1	2	0	0	6	-99	-99	6	-91	-99	-99	6	5	-99	-99	10	-99	10	10	-99	5	5	4	-99	-99	4	3	-99	-99	3	1	2	2	-99	-99	2	4	-99	-99	4	2	2	2	2	1	1	1	1	185	-99	-99	185	-99	-99	-99	6	1	1	6	6	7488	0	144	624	-99	0	-99	-99	-99	-99	-99	-99	15
NS10014Q	.91085811984229	13503	135	0	.959218227877622	5	2004	5	2004	1	-91	2	1	1	3	1	2	1	3	2	2	3	4	2	1	1	1	1	1	1	1	2	-91	2	-91	1	0	0	0	0	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	3	1	0	0	0	0	0	30	-91	1	0	1	1	0	0	0	16	2	-91	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	2	-91	2	2	1	1986	-1	-91	-91	-91	1	1	2	1	-1	-1	-91	-91	-91	-91	49	0	-91	-91	-91	-91	-91	-91	1	2	-91	-997	2	2	3	0	1	1	0	0	0	0	0	1	0	16	2	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	-91	2	2	10	1990	1	1	1990	1	1	2	1	1	-1	-1	-91	-91	-91	-91	30	-1	-91	-91	-91	-91	-91	-91	2	2	-91	1	2	2	3	0	1	1	0	0	0	0	2	3	1	2	36	35	35	36	4	4	4	4	3	3	3	3	2	2	2	2	1	1	1	1	1	6	6	1	2	0	0	2	0	0	1	0	0	6	7	7	6	-91	-91	6	8	5	7	13.1	10	13.1	10	10	7	5	5	215	172	172	215	3	3	3	3	1	1	4	7	7	4	15	20	20	15	1	3	1	3	1	2	1	2	215	-91	-91	215	-91	-91	-91	1	1	1	1	1	-1	0	-1	-1	-91	0	-91	-91	-1	-1	-1	-1	30
NS10015R	1.36628717976343	11402	114	0	1.3238474652264	5	2004	-91	-91	1	-91	6	2	-91	2	2	2	1	2	-98	2	2	4	2	1	1	1	1	1	1	1	2	-91	2	-91	1	0	0	0	0	0	0	0	0	-91	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	1	0	1	0	0	0	15	-91	2	1	0	0	0	0	0	16	1	32	0	0	0	0	1	1	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	-91	2	2	10	2002	9	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	2	-91	-91	2	1	4	1	0	0	0	0	0	0	1	1	0	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	2	-98	2	-98	34	-98	34	-98	3	-98	3	-98	2	-98	2	-98	1	-98	1	-98	1	-98	1	-98	6	-98	6	-98	3	0	1	2	0	0	4	1	1	-91	-98	-91	-98	-91	-98	-98	-91	8	-98	-98	14.1	14.1	-98	14.1	8	-98	8	20	-98	20	-98	3	-98	3	-98	2	2	2	-98	2	-98	5	-98	5	-98	3	-98	-98	3	2	-98	-98	2	-91	-98	-91	-98	-91	-91	-91	1	-98	1	-98	1	-91	0	-91	-91	-98	0	-98	-98	-91	-91	-91	-91	15
NS10016S	.91085811984229	13103	131	0	1.04491918758228	8	2004	-91	-91	1	-91	5	1	1	2	1	2	1	2	-98	2	2	4	4	1	6	1	1	1	1	1	2	-91	2	-91	1	0	0	0	1	0	0	0	0	-91	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	1	0	1	1	0	0	12	-91	3	0	0	1	0	0	0	15	2	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	-91	2	2	9	1999	4	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	4	1	1	-997	2	1	3	0	0	1	0	0	0	0	4	1	3	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	2	-98	2	-98	48	-98	48	-98	6	-98	6	-98	4	-98	4	-98	5	-98	5	-98	1	-98	1	-98	8	-98	8	-98	3	0	0	2	1	0	4	1	1	-91	-98	-91	-98	-91	-98	-98	-91	8	-98	-98	14.1	14.1	-98	14.1	8	-98	8	64	-98	64	-98	1	-98	1	-98	2	5	7	-98	7	-98	20	-98	20	-98	3	-98	-98	3	2	-98	-98	2	-91	-98	-91	-98	-91	-91	-91	1	-98	1	-98	1	-91	0	-91	-91	-98	0	-98	-98	-91	-91	-91	-91	12
NS10017T	1.36628717976343	11747	117	0	1.27367948603221	6	2004	6	2004	1	-91	2	1	2	3	1	1	1	2	3	2	3	4	3	2	3	1	1	1	1	1	2	-91	2	-91	1	0	0	0	0	0	0	0	0	-91	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	1	0	0	1	0	0	32	19	1	0	1	0	0	0	0	16	2	-91	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	-91	2	2	1	1990	8	-91	-91	-91	1	1	3	2	-91	-91	3500	5	2000	11	37	0	-91	-91	-91	-91	-91	-91	4	1	1	-997	2	2	2	0	1	0	0	0	0	0	1	0	0	15	2	-91	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	-91	2	2	1	2002	5	-91	-91	-91	1	2	3	2	-91	-91	2000	5	1600	5	36	6	6	-91	-91	-91	-91	-91	2	1	1	1	2	2	3	0	1	1	0	0	0	0	2	3	2	1	45	47	45	47	6	6	6	6	4	4	4	4	2	2	2	2	1	1	1	1	1	1	1	1	2	0	0	1	1	0	1	0	0	4	7	4	7	-91	-91	4	1	1	3	7.1	2	2	7.1	7.1	1	3	3	166	25	166	25	1	1	1	1	1	1	2	1	2	1	6	1	6	1	1	1	1	1	1	1	1	1	242	298	242	298	-91	-91	-91	1	1	1	1	1	42000	0	807.692307692308	3500	24000	0	461.538461538462	2000	66000	1269.23076923077	5500	8	32
NS10018V	.246782112898629	13415	134	0	.24336487591178	4	2004	4	2004	1	-91	1	1	1	3	1	2	3	2	3	2	4	8	1	1	5	5	4	-91	4	-91	2	-91	2	-91	1	0	0	0	0	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	3	1	0	0	0	0	0	-1	-91	2	1	0	0	0	0	0	16	1	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	1	2	1	2004	2	-91	-91	-91	1	2	3	1	5	0	-91	-91	-91	-91	40	0	-91	-91	-91	-91	-91	-91	1	2	-91	-997	4	-91	1	1	0	0	0	0	0	0	3	1	0	17	2	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	-91	1	2	1	1976	8	-91	-91	-91	1	1	3	1	8	23	-91	-91	-91	-91	40	50	50	-91	-91	-91	-91	-91	1	2	-91	8	4	-91	1	1	0	0	0	0	0	0	2	3	2	1	42	44	42	44	5	5	5	5	3	3	3	3	2	2	2	2	1	1	1	1	1	1	1	1	2	0	0	2	0	0	1	0	0	7	6	7	6	-91	-91	5	9	7	5	10	13.2	13.2	10	-99	7	5	-99	2	332	2	332	3	3	3	3	3	3	7	7	7	7	20	20	20	20	1	1	1	1	1	1	1	1	2	332	2	332	-94	-94	-94	3	3	3	3	3	10400	0	200	866.666666666667	17118.4	0	329.2	1426.53333333333	27518.4	529.2	2293.2	5	-1
NS10019W	.370173169347943	12010	120	0	.336731560305175	4	2004	-91	-91	1	-91	2	1	2	3	1	1	4	2	3	2	3	6	1	1	1	6	-91	-91	5	-91	2	-91	2	-91	1	0	0	0	0	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	4	1	0	0	0	0	0	12	-91	2	0	0	1	0	1	0	16	2	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-91	3	2	-91	2	2	2	2000	-1	-91	-91	-91	1	2	3	1	4	78	-91	-91	-91	-91	16	4	4	-91	-91	-91	-91	-91	2	2	-91	-91	7	-91	1	0	0	1	0	1	0	0	0	3	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	2	3	2	1	37	34	37	34	4	3	4	3	3	2	3	2	2	2	2	2	1	1	1	1	2	1	2	1	4	0	3	1	0	0	1	0	0	7	-99	7	-99	-91	-99	-99	7	6	-99	-99	12.1	12.1	-99	-99	6	-99	-99	46	-99	46	-99	3	-99	3	-99	3	3	7	-99	7	-99	20	-99	20	-99	2	1	1	2	1	1	1	1	46	-99	46	-99	79	0	0	3	3	3	3	3	3976.96	0	76.48	331.413333333333	-99	0	-99	-99	-99	-99	-99	-99	12
NS10020F	1.36628717976343	12034	120	0	1.33913241269203	5	2004	5	2004	1	-91	2	1	3	3	1	1	1	2	3	2	2	6	2	1	3	1	1	1	1	1	2	-91	2	-91	1	0	0	0	0	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	5	1	0	0	0	0	0	17	-91	1	1	0	0	0	0	0	18	1	23	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	2	-91	2	2	4	1985	9	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	2	-91	-91	40000	1	2	-91	-91	2	2	1	1	0	0	0	0	0	0	2	1	0	18	1	25	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	-91	2	2	1	2000	10	-91	-91	-91	1	1	3	2	-91	-91	26000	12	1500	5	30	15	0	-91	-91	-91	-91	-91	1	2	-91	1	2	2	1	1	0	0	0	0	0	0	2	3	2	1	49	56	49	56	6	8	6	8	4	5	4	5	2	2	2	2	1	1	1	1	2	1	2	1	4	0	1	2	1	0	1	0	0	2	4	2	4	-91	-91	1	2	1	1	2	3.3	3.3	2	3.3	1	1	1	224	43	224	43	3	3	3	3	3	3	1	1	1	1	2	1	2	1	2	1	1	2	1	1	1	1	224	224	224	224	-91	-91	-91	1	1	1	1	1	40000	0	769.230769230769	3333.33333333333	26000	0	500	2166.66666666667	66000	1269.23076923077	5500	8	17
NS10021G	1.36628717976343	10832	108	0	1.26712042884608	5	2004	-91	-91	1	-91	2	1	2	3	1	1	1	4	-98	4	4	4	2	1	3	2	1	1	1	1	2	-91	2	-91	1	0	0	0	1	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	27	1	0	1	1	0	0	23	-91	3	0	0	1	0	0	0	15	2	-91	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	-91	2	2	2	1996	12	-91	-91	-91	1	2	3	1	6	20	-91	-91	-91	-91	24	0	-91	-91	-91	-91	-91	-91	2	1	2	-91	1	-91	-91	0	0	1	0	0	0	0	1	1	0	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	4	-98	2	-98	43	-98	43	-98	5	-98	5	-98	3	-98	3	-98	5	-98	5	-98	1	-98	1	-98	2	-98	2	-98	2	0	0	2	0	0	4	1	1	7	-98	7	-98	-91	-98	-98	4	3	-98	-98	7.1	7.1	-98	7.1	3	-98	3	89	-98	89	-98	2	-98	2	-98	2	2	4	-98	4	-98	15	-98	15	-98	2	-98	-98	2	1	-98	-98	1	113	-98	113	-98	-91	-91	-91	1	-98	1	-98	1	7737.6	0	148.8	644.8	-98	0	-98	-98	7737.6	148.8	644.8	2	27
