NSID	W4Weight_MAIN_BOOST	W4Weight_MAIN	SampPSU	SampStratum	W4Boost	W4intmonth	W4intyear	W4KidskolMP	W4TmeetFMP	W4TSpeak2MP	W4TStayMP	W4TStayDefMP	W4TappMP	W4TAppDefMP	W4SchlifMP	W4TeawelMP	W4TeacleaMP	W4TeainvMP	W4Extrtu1MP	W4Extrtu2MP0a	W4Extrtu2MP0b	W4Extrtu2MP0c	W4Extrtu2MP0d	W4Extrtu2MP0e	W4Extrtu2MP0f	W4Extrtu2MP0h	W4Extrtu2MP0i	W4Extrtu2MP0j	W4Extrtu2MP0k	W4Extrtu2MP0l	W4Extrtu2MP0m	W4Extrtu2MP0n	W4Extrtu3MP	W4Extrtu4MP	W4Extrtu5MP0a	W4Extrtu5MP0b	W4Extrtu5MP0c	W4Extrtu5MP0d	W4Extrtu5MP0e	W4Extrtu5MP0f	W4Extrtu5MP0g	W4Extrtu5MP0h	W4Extrtu5MP0j	W4Extrtu5MP0k	W4Extrtu5MP0l	W4Extrtu5MP0m	W4Extrtu5MP0n	W4Extrtu6MP	W4HepossMP	W4HePfinMP	W4HeFFinMP	W4HefinMP0a	W4HefinMP0b	W4HefinMP0c	W4HefinMP0d	W4HefinMP0e	W4HefinMP0f	W4HefinMP0g	W4HefinMP0h	W4HEfn2MP0a	W4HEfn2MP0b	W4HEfn2MP0c	W4HEfn2MP0d	W4HEfn2MP0e	W4HEfn2MP0f	W4HEfn2MP0g	W4HEfn2MP0h	W4HEfn2MP0i	W4HEfn2MP0j	W4HEfn2MP0k	W4WhoPreMP0a	W4WhoPreMP0b	W4WhoPreMP0c	W4WhoPreMP0d	W4WhoPreMP0e	W4WhoPreMP0f
NS20344Q	1.182759	1.144829	380	30	2	7	2007	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	2	2	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0
NS25830F	.209558	.205087	177	20	2	9	2007	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	2	2	0	0	0	0	1	0	0	0	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	0	1	0	0	0	0
NS15601J	1.009147	.983143	348	27	2	6	2007	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	0	0	0	1	0	0	0	0	0	0	0	0	0	4	1	1	2	1	0	0	0	1	0	0	0	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	0	0	0	0	0
NS10211R	.309483	.311236	39	14	2	8	2007	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	2	2	0	1	1	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0
NS23044W	.297824	.301517	199	22	2	-999	-999	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
NS20460C	2.320173	2.248882	213	23	2	7	2007	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	2	2	0	1	1	1	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0
NS25829W	2.615114	2.582114	166	20	2	7	2007	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996
NS13525J	.264599	.271496	574	39	2	8	2007	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	2	0	1	1	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0
NS24046T	1.688625	1.659522	7	12	2	-999	-999	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
NS20947G	.039044	.038055	299	27	2	6	2007	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	0	0	0	0	0
NS21377Y	1.036668	1.010416	296	27	2	6	2007	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	0	0	1	0	0	0
NS12635K	1.742938	1.689619	480	34	2	7	2007	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	0	0	0	0	1	0	0	0	0	0	0	1	0	3	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	2	0	0	1	0	1	0	0	0	1	1	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0
NS22566C	1.54819	1.528654	202	22	2	6	2007	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	2	2	1	1	1	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0
NS20640S	.28037	.271199	638	45	2	6	2007	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	2	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
NS16253W	.254646	.325552	182	20	2	6	2007	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	2	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0
NS15215Z	1.825242	1.769405	420	33	2	6	2007	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	4	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	0	0	0	0	0
NS22101W	1.71466	1.693795	171	20	2	6	2007	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	0	0	0	0	0
NS12838S	1.306991	1.265078	394	30	2	8	2007	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	4	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	0	0	0	0	0
NS15595M	1.052161	1.01925	247	24	2	8	2007	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	2	2	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
NS11550W	.380001	.367211	533	37	2	7	2007	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	2	2	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
NS13366J	1.494803	1.449478	4	11	2	7	2007	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	2	2	0	0	1	0	1	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1	0	0	0	0	0
NS25224C	.281608	.271534	95	18	2	8	2007	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	1	2	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
NS12344X	1.129063	1.093151	61	14	2	8	2007	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	2	0	1	1	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0
NS12754A	.341224	.335337	200	22	2	7	2007	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	0	0	0	1	0	0	0	0	0	0	0	0	0	3	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	2	0	1	1	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0
NS14915T	1.368314	1.326456	454	33	2	7	2007	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	0	0	1	0	1	0
NS11583H	.282043	.360578	170	20	2	7	2007	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	4	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	0	0	0	0	0
NS20895A	1.240536	1.202975	511	35	2	8	2007	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	4	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	0	1	1	0	0	0
NS17196W	.479428	.6024	632	44	2	7	2007	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	4	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	0	0	0	0	0
NS14234R	.042792	.041455	105	18	2	7	2007	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996	-996
NS22801L	1.292951	1.276635	163	20	2	6	2007	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	2	0	1	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
NS13223A	1.085188	1.052811	520	35	2	8	2007	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	0	0	1	0	0	0
NS13785F	1.499701	1.453534	93	18	2	6	2007	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	0	0	0	0	0
NS16311S	.354847	.348883	162	20	2	7	2007	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	2	0	1	0	0	0	0	0	0	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	0	0	0	0	0
NS11874W	2.601052	2.534029	319	27	2	-999	-999	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
NS20536C	1.283806	1.244926	208	23	2	7	2007	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	4	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	0	0	0	0	0
NS17498E	1.242726	1.203747	64	14	2	7	2007	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	0	0	0	0	0	0	0	0	0	0	0	1	0	4	2	1	2	0	1	1	1	1	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0
NS17853E	.382428	.376001	174	20	2	8	2007	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	1	1	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
NS25890Y	.296713	.286083	277	24	2	8	2007	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	0	0	0	0	1	0
NS22334M	1.211864	1.174558	80	18	2	6	2007	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	0	1	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0
NS21741R	1.570649	1.523082	213	23	2	6	2007	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	4	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	0	0	0	1	0	0
NS19879R	1.088386	1.060341	314	27	2	7	2007	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	2	2	1	1	0	0	1	0	0	0	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	0	0	0	0	0
NS15829L	1.619319	1.570279	204	23	2	7	2007	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	4	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	0	0	0	0	0
NS12370B	1.21393	1.175001	390	30	2	9	2007	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	0	0	0	0	0
NS17093Q	.993141	.961731	414	31	2	7	2007	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	2	2	0	0	0	0	1	0	0	0	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	0	0	0	0	0
NS17218T	.334006	.418856	425	33	2	6	2007	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	0	0	1	0	0	0
NS19246R	1.187686	1.150828	448	33	2	7	2007	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	0	0	0	0	0	0	0	0	0	0	1	1	0	3	1	1	2	0	0	1	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0
NS10040V	1.930452	1.869902	69	15	2	6	2007	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	4	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	0	0	0	0	0
NS22477W	1.101928	1.068557	210	23	2	8	2007	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	4	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	0	1	0	0	0	0
NS26027X	.968591	.944063	298	27	2	7	2007	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	4	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	0	0	0	0	0
NS25773K	1.344288	1.303586	496	35	2	8	2007	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	4	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	0	1	1	0	0	0
NS17016M	1.115874	1.081523	85	18	2	6	2007	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	0	0	0	0	0
NS17428S	1.138136	1.103319	446	33	2	6	2007	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	2	2	0	1	1	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	1	1	0	1	0
NS22985Z	.395512	.382573	626	44	2	6	2007	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	2	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
NS17889V	1.152816	1.117549	472	33	2	7	2007	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	2	2	0	1	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
NS11604E	1.070679	1.036716	274	24	2	6	2007	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	0	1	0	0	0	0
NS11678W	1.068512	1.034618	585	41	2	6	2007	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	0	0	0	0	0
NS17733N	1.10768	1.072448	57	14	2	7	2007	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	1	2	0	1	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
NS24528S	.367157	.361778	149	20	2	7	2007	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	2	2	0	0	1	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
NS13831F	1.349156	1.332739	135	19	2	-999	-999	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
NS18371B	1.141538	1.105733	59	14	2	6	2007	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	2	2	0	1	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0
NS14992X	1.10377	1.075329	60	14	2	7	2007	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	4	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	0	1	0	0	0	0
