NSID	Samppsu	Sampstratum	W5finwt_cross	W5Mode	W5IntMonth	W5IntYear	W5SameaddHH	W5AnystayHH	W5HHNumHH	W5Hous12HH	W5Hous12BHH	W5Hous12CHH	W5IncarHH	W5FemployYP	W5FempstatYP	W5FsuperYP	W5FmanyYP	W5Fmany2YP	W5FselfYP	W5FmanysYP	W5Fmanys2YP	W5SOCDad	W5SICDad	W5MemployYP	W5MempstatYP	W5MsuperYP	W5MmanyYP	W5Mmany2YP	W5MselfYP	W5MmanysYP	W5Mmanys2YP	W5SOCMum	W5SICMum	W5mopres	W5fapres	W5agebd5mum	W5agebd5dad	W5agebd10mum	W5agebd10dad	w5wrkagemum	w5wrkagedad	W5empsmum	W5empsdad	W5Cempszmum	W5Cempszdad	w5Cnsseccatmum	w5Cnsseccatdad	W5Cnssecmum	W5Cnssecdad
NS16939D	656	48	.348672965545677	2	9	2008	1	-91	-91	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-1	3	-91	-91	-91	-91	24	85	1	-98	6	-91	3	-91	1	-91	1	-98	7	-98	4.1	-98	2	-98
NS16940N	13507	135	.25611228764381	1	8	2008	1	-91	-91	1	1	-91	-91	1	-1	-1	-1	1	-91	-91	-91	53	45	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	5	6	2	3	1	1	0	3	-91	-94	14.3	16	8	-94
NS16941P	10831	108	1.31701586393487	1	6	2008	1	-91	-91	2	-91	-1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-1	2	-91	-91	-91	-91	42	70	1	-98	5	-91	2	-91	1	-91	1	-98	7	-98	7.1	-98	3	-98
NS16942Q	10701	107	1.44158593648487	2	9	2008	1	-91	-91	1	1	-91	-91	1	2	-91	-91	-91	2	2	-91	51	11	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-98	1	-91	7	-91	3	-91	1	-98	2	-98	2	-98	8.2	-98	4
NS16943R	11804	118	.35923086562671	1	6	2008	1	-91	-91	2	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	-98	4	-91	2	-91	1	-91	0	-98	-91	-98	14.3	-98	8	-98
NS16944S	12323	123	.426746946717306	1	7	2008	3	-91	-91	2	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	2	1	-91	-91	-91	-91	61	85	1	-98	5	-91	2	-91	1	-91	1	-98	7	-98	12.2	-98	6	-98
NS16945T	10833	108	1.02269805715277	1	8	2008	1	-91	-91	1	2	-91	-91	1	1	1	-1	2	-91	-91	-91	35	-95	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	6	6	3	3	1	1	0	1	-91	6	14.3	4.1	8	2
NS16946V	10702	107	1.08821443956331	3	6	2008	3	-91	-91	1	1	-91	-91	1	1	-1	-1	-1	-91	-91	-91	35	-95	1	1	1	1	-91	-91	-91	-91	32	52	1	1	5	8	2	4	1	1	1	1	6	7	6	3.2	2	1
NS16947W	11309	113	.178988738185225	3	7	2008	1	-91	-91	-1	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	5	7	2	3	1	1	0	0	-91	-91	14.3	14.3	8	8
NS16948X	10601	106	.312082888137598	1	7	2008	1	-91	-91	1	-1	-91	-91	1	2	-91	-91	-91	2	2	-91	53	45	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	7	7	3	3	1	1	0	2	-91	2	14.3	8.1	8	4
NS16952K	13118	131	.981694118149893	1	7	2008	1	-91	-91	1	2	-91	-91	1	1	1	2	-91	-91	-91	-91	91	14	1	1	2	2	-91	-91	-91	-91	61	85	1	1	7	7	3	3	1	1	1	1	7	6	12.2	10	6	5
NS16953L	11810	118	.250842618771947	1	7	2008	1	-91	-91	1	2	-91	-91	1	2	-91	-91	-91	2	2	-91	12	55	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	4	6	2	3	1	1	0	2	-91	2	14.3	8.1	8	4
NS16954M	11313	113	1.08979288357881	1	7	2008	1	-91	-91	1	2	-91	-91	1	1	2	3	-91	-91	-91	-91	41	75	1	1	2	2	-91	-91	-91	-91	41	41	1	1	6	6	3	3	1	1	1	1	7	7	7.2	7.1	3	3
NS16955N	13110	131	.255239379221127	1	7	2008	1	-91	-91	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	-98	5	-91	2	-91	1	-91	0	-98	-91	-98	14.3	-98	8	-98
NS16956P	12042	120	1.22428989158924	3	6	2008	1	-91	-91	1	2	-91	-91	1	1	2	-1	2	-91	-91	-91	81	28	1	1	1	2	-91	-91	-91	-91	32	85	1	1	5	5	2	2	1	1	1	1	6	7	4.1	12.4	2	6
NS16957Q	11757	117	1.78373549848627	1	8	2008	1	-91	-91	1	-1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-98	-98	-91	-91	-91	-91	-91	-91	-98	-98	-98	-98	-98	-98	-98	-98
NS16958R	10821	108	1.01537535731422	3	6	2008	1	-91	-91	1	2	-91	-91	1	1	1	1	-91	-91	-91	-91	11	34	1	1	2	1	-91	-91	-91	-91	41	51	1	1	6	6	3	3	1	1	1	1	7	5	7.1	5	3	2
NS16959S	11414	114	.363961255878125	1	8	2008	1	-91	-91	1	1	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	9	10	4	5	0	0	0	0	-91	-91	14.3	14.3	8	8
NS16960C	12538	125	1.12142930678137	3	6	2008	1	-91	-91	1	2	-91	-91	1	-1	-1	-1	-1	-91	-91	-91	-95	-95	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	5	6	2	3	1	1	0	3	-91	-94	14.3	16	8	-94
NS16961D	10824	108	.294879208851567	1	7	2008	1	-91	-91	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	-98	7	-91	3	-91	1	-91	0	-98	-91	-98	14.3	-98	8	-98
NS16962E	13415	134	.821828782672428	1	6	2008	2	2	5	1	2	-91	8	1	1	-1	2	-91	-91	-91	-91	52	34	1	1	1	2	-91	-91	-91	-91	71	52	1	1	4	5	2	2	1	1	1	1	6	7	10	12.3	5	6
NS16964G	12201	122	1.08965257860597	1	7	2008	1	-91	-91	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	2	-91	-91	-91	2	2	-91	71	52	1	-98	7	-91	3	-91	1	-91	2	-98	2	-98	8.1	-98	4	-98
NS16966J	11444	114	1.32546671650481	1	7	2008	1	-91	-91	1	2	-91	-91	1	1	1	2	-91	-91	-91	-91	11	25	1	1	2	2	-91	-91	-91	-91	61	80	1	1	5	5	2	2	1	1	1	1	7	4	12.7	2	6	1
NS16967K	10904	109	.382742290994429	1	7	2008	1	-91	-91	1	-1	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-1	-1	2	-91	-91	-91	23	80	1	1	5	7	2	3	1	1	1	0	7	-91	4.1	14.3	2	8
NS16968L	12039	120	.336243115699076	3	6	2008	1	-91	-91	1	2	-91	-91	1	1	1	3	-91	-91	-91	-91	22	85	1	1	1	1	-91	-91	-91	-91	61	85	1	1	5	6	2	3	1	1	1	1	6	6	6	3.1	2	1
NS16969M	12025	120	1.31825260349649	2	9	2008	1	-91	-91	1	2	-91	-91	1	2	-91	-91	-91	1	2	-91	-95	-95	1	1	1	1	-91	-91	-91	-91	61	85	1	1	7	7	3	3	1	1	1	2	6	3	6	16	2	-94
NS16970X	10503	105	1.06353321757193	1	6	2008	1	-91	-91	1	1	-91	-91	1	1	1	1	-91	-91	-91	-91	71	50	1	1	1	2	-91	-91	-91	-91	22	85	1	1	7	8	3	4	1	1	1	1	6	6	3.1	10	1	5
NS16973A	11040	110	1.21268578936928	1	8	2008	1	-91	-91	1	1	-91	-91	1	2	-91	-91	-91	1	2	-91	24	74	1	1	2	-1	2	-91	-91	-91	61	80	1	1	7	7	3	3	1	1	1	2	7	3	12.7	4.3	6	2
NS16976D	10309	103	2.22608791526282	1	6	2008	1	-91	-91	1	2	-91	-91	1	1	1	1	-91	-91	-91	-91	23	80	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-98	1	-91	7	-91	3	-91	1	-98	1	-98	6	-98	4.1	-98	2
NS16977E	11725	117	.260769235451318	1	8	2008	1	-91	-91	1	-1	-91	-91	1	1	-1	-1	2	-91	-91	-91	-95	-95	1	-1	-1	-1	1	-91	-91	-91	-95	-95	1	1	5	6	2	3	1	1	3	1	-94	-94	16	16	-94	-94
NS16980R	10429	104	1.63004332233236	1	7	2008	2	2	4	1	1	-91	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-98	-98	6	3	3	1	1	1	-98	-98	-98	-98	-98	-98	-98	-98
NS16981S	12001	120	1.16121923650222	1	7	2008	1	-91	-91	1	2	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	2	-91	-91	-91	2	2	-91	12	52	1	1	7	8	3	4	1	1	2	0	2	-91	8.1	14.3	4	8
NS16988A	10408	104	1.27303590852647	3	6	2008	1	-91	-91	1	-1	-91	-91	1	1	1	3	-91	-91	-91	-91	53	45	1	1	2	1	-91	-91	-91	-91	54	85	1	1	6	6	3	3	1	1	1	1	7	6	12.2	10	6	5
NS16989B	11046	110	.443676408249419	1	7	2008	1	-91	-91	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	1	1	-91	-91	-91	-91	61	85	1	-98	7	-91	3	-91	1	-91	1	-98	6	-98	6	-98	2	-98
NS16990L	13503	135	1.15824845218489	2	10	2008	1	-91	-91	2	-91	1	-91	1	1	2	2	-91	-91	-91	-91	81	45	1	1	2	1	-91	-91	-91	-91	71	55	1	1	7	-91	3	-91	1	-91	1	1	7	7	12.1	12.4	6	6
NS16991M	11040	110	1.28832156860811	1	7	2008	1	-91	-91	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	2	-91	-91	-91	1	2	-91	34	74	1	-98	6	-91	3	-91	1	-91	2	-98	3	-98	4.3	-98	2	-98
NS16992N	11734	117	1.21651230764834	1	7	2008	1	-91	-91	1	2	-91	-91	1	1	2	1	-91	-91	-91	-91	82	60	1	1	2	1	-91	-91	-91	-91	42	75	1	1	6	6	3	3	1	1	1	1	7	7	7.1	13.3	3	7
NS16993P	12539	125	1.03852910911553	3	6	2008	1	-91	-91	1	1	-91	-91	1	1	1	-1	2	-91	-91	-91	11	52	1	2	-91	-91	-91	2	2	-91	23	85	1	1	6	7	3	3	1	1	2	1	2	5	8.1	5	4	2
NS16994Q	10304	103	3.01343817250042	1	7	2008	1	-91	-91	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	1	1	-91	-91	-91	-91	12	70	1	-98	5	-91	2	-91	1	-91	1	-98	5	-98	5	-98	2	-98
NS16995R	10424	104	.252618401821087	1	6	2008	1	-91	-91	2	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	2	1	-91	-91	-91	-91	92	-95	1	-98	5	-91	2	-91	1	-91	1	-98	7	-98	13.4	-98	7	-98
NS16996S	12338	123	1.10373896395523	3	6	2008	1	-91	-91	1	2	-91	-91	1	1	1	2	-91	-91	-91	-91	11	75	1	2	-91	-91	-91	2	2	-91	61	85	1	1	5	5	2	2	1	1	2	1	2	4	8.1	2	4	1
NS16997T	11403	114	1.11646083321327	2	9	2008	1	-91	-91	2	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	2	1	-91	-91	-91	-91	61	-95	1	-98	6	-91	3	-91	1	-91	1	-98	7	-98	12.2	-98	6	-98
NS17003P	12014	120	1.50247546137856	1	7	2008	1	-91	-91	2	-91	3	-91	1	1	1	2	-91	-91	-91	-91	53	80	1	1	1	2	-91	-91	-91	-91	23	80	1	1	6	7	3	3	1	1	1	1	6	6	6	10	2	5
NS17005R	11501	115	1.0249354145526	1	7	2008	1	-91	-91	1	2	-91	-91	1	1	2	2	-91	-91	-91	-91	33	75	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	7	6	3	3	1	1	0	1	-91	7	14.3	7.2	8	3
NS17006S	10416	104	.451834184821412	1	7	2008	1	-91	-91	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	1	1	-91	-91	-91	-91	42	74	1	-98	5	-91	2	-91	1	-91	1	-98	6	-98	6	-98	2	-98
NS17007T	11306	113	1.15428219120099	1	8	2008	1	-91	-91	1	1	-91	-91	1	2	-91	-91	-91	2	2	-91	82	80	1	2	-91	-91	-91	2	2	-91	12	52	1	2	5	-91	2	-91	1	-91	2	2	2	2	8.1	8.1	4	4
NS17008V	13601	136	1.25374439788091	1	7	2008	1	-91	-91	2	-91	2	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	5	5	2	2	1	1	0	0	-91	-91	14.3	14.3	8	8
NS17010F	10431	104	1.1676471322973	1	7	2008	1	-91	-91	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	1	2	-91	-91	-91	-91	35	45	1	-98	7	-91	3	-91	1	-91	1	-98	6	-98	4.1	-98	2	-98
NS17011G	10416	104	1.58499004918005	1	6	2008	1	-91	-91	2	-91	1	-91	1	1	2	1	-91	-91	-91	-91	52	45	1	1	1	1	-91	-91	-91	-91	61	85	1	2	7	7	3	3	1	1	1	1	6	7	10	7.4	5	3
NS17012H	11309	113	1.15129189773904	3	6	2008	2	2	-1	2	-91	-92	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-98	-98	6	8	3	4	1	1	-98	-98	-98	-98	-98	-98	-98	-98
NS17013J	10819	108	.33258775973621	3	6	2008	1	-91	-91	1	1	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-98	1	-91	9	-91	4	-91	1	-98	0	-98	-91	-98	14.3	-98	8
NS17014K	10815	108	1.03774087364001	3	6	2008	1	-91	-91	1	2	-91	-91	1	1	1	2	-91	-91	-91	-91	35	51	1	1	2	2	-91	-91	-91	-91	42	-95	1	1	8	6	4	3	1	1	1	1	7	6	7.1	4.2	3	2
NS17015L	10408	104	1.66023649076757	1	6	2008	1	-91	-91	2	-91	1	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	2	5	-91	2	-91	1	-91	0	0	-91	-91	14.3	14.3	8	8
NS17016M	10809	108	1.0235395139511	1	7	2008	1	-91	-91	1	-1	-91	-91	1	2	-91	-91	-91	1	1	-91	82	80	1	1	-1	-1	2	-91	-91	-91	61	85	1	1	7	7	3	3	1	1	1	2	7	3	12.2	9.1	6	4
NS17018P	12031	120	1.77223069883699	1	7	2008	1	-91	-91	2	-91	-1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	-1	-1	-1	1	-91	-91	-91	24	74	2	1	-91	6	-91	3	-91	1	3	-94	-94	-94	16	17	-94	-94
NS17020A	13508	135	.137870702841146	1	7	2008	1	-91	-91	2	-91	5	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	-98	9	-91	4	-91	0	-91	0	-98	-91	-98	14.3	-98	8	-98
NS17021B	13603	136	.142161655826288	3	6	2008	1	-91	-91	1	-1	-91	-91	1	1	-1	-1	1	-91	-91	-91	92	55	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	5	6	2	3	1	1	0	1	-91	7	14.3	13.1	8	7
NS17022C	11732	117	1.03353051141471	1	8	2008	1	-91	-91	1	2	-91	-91	1	2	-91	-91	-91	2	2	-91	53	45	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	7	7	3	3	1	1	0	2	-91	2	14.3	8.1	8	4
NS17023D	11745	117	1.03377863242385	3	6	2008	1	-91	-91	1	1	-91	-91	1	1	1	1	-91	-91	-91	-91	12	51	1	2	-91	-91	-91	1	1	-91	92	74	1	1	5	6	2	3	1	1	2	1	3	5	9.1	5	4	2
NS17024E	11601	116	.961300753401726	3	6	2008	1	-91	-91	1	1	-91	-91	1	1	1	2	-91	-91	-91	-91	31	22	1	1	2	2	-91	-91	-91	-91	41	80	1	1	8	8	4	4	1	1	1	1	7	6	7.1	4.1	3	2
NS17025F	11747	117	1.05077134189489	1	7	2008	1	-91	-91	1	2	-91	-91	1	2	-91	-91	-91	2	2	-91	12	55	1	1	1	2	-91	-91	-91	-91	71	-95	1	1	6	8	3	4	1	1	1	2	6	2	10	8.1	5	4
NS17026G	13606	136	.338478043624768	1	7	2008	1	-91	-91	1	2	-91	-91	1	2	-91	-91	-91	1	1	-91	82	60	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	4	5	2	2	1	1	0	2	-91	3	14.3	9.1	8	4
NS17027H	11436	114	1.12201492379349	1	7	2008	1	-91	-91	1	2	-91	-91	1	1	1	3	-91	-91	-91	-91	11	22	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	6	7	3	3	1	1	0	1	-91	4	14.3	2	8	1
NS17029K	12039	120	1.11280657012565	1	7	2008	1	-91	-91	1	1	-91	-91	1	2	-91	-91	-91	2	2	-91	51	14	1	1	2	2	-91	-91	-91	-91	61	85	1	1	7	9	3	4	1	1	1	2	7	2	13.5	8.1	7	4
NS17030V	11407	114	1.01043018925962	1	7	2008	1	-91	-91	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	1	-1	2	-91	-91	-91	22	85	1	-98	7	-91	3	-91	1	-91	1	-98	6	-98	3.1	-98	1	-98
NS17031W	10101	101	1.69222999428153	1	8	2008	3	-91	-91	1	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	2	-91	-91	-91	2	2	-91	12	93	1	-98	6	5	3	2	1	1	2	-98	2	-98	8.1	-98	4	-98
NS17032X	11324	113	1.10579929973307	3	6	2008	1	-91	-91	1	1	-91	-91	1	2	-91	-91	-91	1	1	-91	51	13	1	2	-91	-91	-91	1	1	-91	51	12	1	1	6	9	3	4	1	1	2	2	3	3	9.2	9.2	4	4
NS17034Z	13515	135	1.02059872658832	2	10	2008	1	-91	-91	1	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	1	1	-91	-91	-91	-91	32	85	1	-98	4	-91	2	-91	1	-91	1	-98	6	-98	4.1	-98	2	-98
NS17039E	12022	120	1.08004066343699	1	7	2008	1	-91	-91	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	2	1	-91	-91	-91	-91	23	80	1	-98	7	-91	3	-91	1	-91	1	-98	7	-98	4.1	-98	2	-98
NS17041Q	12353	123	1.19644130325142	2	9	2008	1	-91	-91	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-98	-98	5	-91	2	-91	1	-91	-98	-98	-98	-98	-98	-98	-98	-98
NS17042R	12535	125	1.29781592293303	1	6	2008	1	-91	-91	2	-91	1	-91	1	1	-1	2	-91	-91	-91	-91	92	55	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	4	7	2	3	1	1	0	1	-91	7	14.3	12.2	8	6
NS17044T	10826	108	1.47740343029868	2	9	2008	1	-91	-91	2	-91	3	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	6	7	3	3	1	1	0	0	-91	-91	14.3	14.3	8	8
NS17045V	11037	110	.172573290699831	3	6	2008	1	-91	-91	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	-98	7	-91	3	-91	1	-91	0	-98	-91	-98	14.3	-98	8	-98
NS17047X	11321	113	1.18802024874378	2	9	2008	1	-91	-91	1	2	-91	-91	1	2	-91	-91	-91	1	1	-91	53	45	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-98	1	4	4	2	2	1	1	-98	2	-98	3	-98	9.1	-98	4
NS17050J	10414	104	.289953519245366	1	9	2008	1	-91	-91	1	1	-91	-91	1	2	-91	-91	-91	2	2	-91	11	-95	1	1	1	1	-91	-91	-91	-91	71	-95	1	1	6	7	3	3	1	1	1	2	6	2	10	8.1	5	4
NS17051K	11038	110	1.28081075312455	3	6	2008	1	-91	-91	1	1	-91	-91	1	1	1	-1	2	-91	-91	-91	35	75	1	1	2	2	-91	-91	-91	-91	92	80	1	1	6	7	3	3	1	1	1	1	7	6	13.1	4.1	7	2
NS17052L	12315	123	.299572881220271	1	7	2008	1	-91	-91	1	2	-91	-91	1	2	-91	-91	-91	2	2	-91	53	45	1	1	2	1	-91	-91	-91	-91	42	85	1	1	4	4	2	2	1	1	1	2	7	2	12.6	8.1	6	4
NS17053M	11307	113	1.75303688904789	3	6	2008	1	-91	-91	2	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	2	1	-91	-91	-91	-91	92	74	1	-98	6	-91	3	-91	1	-91	1	-98	7	-98	13.4	-98	7	-98
NS17056Q	13505	135	.472085289197687	3	6	2008	3	-91	-91	1	1	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	-91	-91	-91	-91	-91	0	0	-91	-91	14.3	14.3	8	8
NS17058S	13504	135	.36098986445318	1	7	2008	1	-91	-91	1	2	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	2	-1	2	-91	-91	-91	61	80	1	1	6	9	3	4	1	1	1	0	7	-91	12.7	14.3	6	8
NS17059T	11417	114	2.21480869041506	2	9	2008	1	-91	-91	2	-91	2	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	4	5	2	2	1	1	0	0	-91	-91	14.3	14.3	8	8
NS17060D	11017	110	.306619278314133	2	10	2008	2	2	2	2	-91	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-98	-98	-91	-91	-91	-91	-91	-91	-98	-98	-98	-98	-98	-98	-98	-98
NS17062F	12531	125	.312417830587071	1	7	2008	1	-91	-91	1	1	-91	-91	1	2	-91	-91	-91	1	1	-91	12	-95	1	2	-91	-91	-91	1	1	-91	82	80	1	1	5	6	2	3	1	1	2	2	3	3	9.1	9.1	4	4
NS17063G	12821	128	.216834225131122	3	6	2008	1	-91	-91	2	-91	1	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	7	9	3	4	1	1	0	0	-91	-91	14.3	14.3	8	8
NS17064H	10814	108	1.57264978279507	2	10	2008	1	-91	-91	2	-91	1	-91	1	1	2	2	-91	-91	-91	-91	-95	-95	1	1	2	1	-91	-91	-91	-91	71	52	1	2	5	-91	2	-91	1	-91	1	1	7	-94	7.2	16	3	-94
NS17065J	11040	110	1.33141354316758	1	7	2008	1	-91	-91	1	1	-91	-91	1	1	1	-1	2	-91	-91	-91	12	-95	1	2	-91	-91	-91	1	1	-91	23	80	1	1	6	6	3	3	1	1	2	1	3	5	9.1	5	4	2
NS17066K	13118	131	.303793232025145	1	6	2008	1	-91	-91	1	1	-91	-91	1	2	-91	-91	-91	2	2	-91	12	52	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	5	6	2	3	1	1	0	2	-91	2	14.3	8.1	8	4
NS17067L	11903	119	.914854076065834	1	6	2008	1	-91	-91	1	1	-91	-91	1	1	-1	2	-91	-91	-91	-91	62	63	1	1	1	1	-91	-91	-91	-91	61	80	1	1	7	8	3	4	1	1	1	1	6	7	10	7.2	5	3
NS17069N	12803	128	.193309896419156	3	6	2008	1	-91	-91	2	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	-98	5	6	2	3	1	1	0	-98	-91	-98	14.3	-98	8	-98
NS17070Y	12530	125	.337798793194068	1	9	2008	1	-91	-91	2	-91	3	-91	1	1	-1	3	-91	-91	-91	-91	41	66	1	1	1	3	-91	-91	-91	-91	41	66	1	1	6	8	3	4	1	1	1	1	6	7	6	7.1	2	3
NS17071Z	11314	113	1.14006764230066	3	6	2008	1	-91	-91	1	-1	-91	-91	1	1	-1	-1	2	-91	-91	-91	32	75	1	2	-91	-91	-91	1	1	-91	62	93	1	1	8	9	4	4	1	1	2	1	3	7	9.1	4.1	4	2
NS17072A	12316	123	1.11154488145151	3	6	2008	1	-91	-91	1	-1	-91	-91	1	-1	-1	3	-91	-91	-91	-91	-95	-95	1	-1	1	1	-91	-91	-91	-91	61	85	1	1	6	7	3	3	1	1	3	3	-94	-94	16	16	-94	-94
NS17073B	10413	104	1.25781213230699	1	7	2008	1	-91	-91	1	2	-91	-91	1	1	2	2	-91	-91	-91	-91	24	74	1	1	2	2	-91	-91	-91	-91	42	74	1	1	6	7	3	3	1	1	1	1	7	7	7.1	3.1	3	1
NS17074C	12510	125	1.14094405373819	1	7	2008	1	-91	-91	2	-91	-1	-91	1	1	1	-1	2	-91	-91	-91	32	85	1	1	2	1	-91	-91	-91	-91	-95	-95	1	1	6	6	3	3	1	1	1	1	-94	6	16	4.1	-94	2
NS17076E	12327	123	.33252994901584	1	6	2008	1	-91	-91	3	-91	-91	-91	1	2	-91	-91	-91	1	1	-91	82	60	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	4	6	2	3	1	1	0	2	-91	3	14.3	9.1	8	4
NS17077F	10432	104	1.05497746501479	1	9	2008	1	-91	-91	1	-1	-91	-91	1	2	-91	-91	-91	1	1	-91	52	45	1	1	2	2	-91	-91	-91	-91	23	80	1	1	6	6	3	3	1	1	1	2	7	3	4.1	9.1	2	4
NS17080S	10312	103	1.78408167463907	1	6	2008	1	-91	-91	1	1	-91	-91	1	1	1	-1	1	-91	-91	-91	11	72	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-98	1	8	8	4	4	1	1	-98	1	-98	5	-98	5	-98	2
NS17082V	11724	117	.93558454008492	1	7	2008	1	-91	-91	1	2	-91	-91	1	1	1	-1	2	-91	-91	-91	71	65	1	1	2	1	-91	-91	-91	-91	61	85	1	1	7	7	3	3	1	1	1	1	7	6	7.2	6	3	2
NS17084X	12023	120	1.16392347748391	1	7	2008	1	-91	-91	1	1	-91	-91	1	1	2	-1	1	-91	-91	-91	71	50	1	1	2	2	-91	-91	-91	-91	31	80	1	2	6	-91	3	-91	1	-91	1	1	7	7	4.1	12.1	2	6
NS17085Y	13511	135	.362138850539544	2	9	2008	1	-91	-91	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	1	-1	-1	-91	-91	-91	61	85	1	-98	5	-91	2	-91	1	-91	1	-98	6	-98	10	-98	5	-98
