NSID	SampPSU	SampStratum	W2FinWt	w2intmonthMP	w2intyearMP	w2intmonthSP	w2intyearSP	W2pareveMP	W2tmeetfMP	W2tspeakMP	W2schlifMP	W2vocs1MP	W2vocs2MP	W2extrtu1MP	W2extrtu2MP0a	W2extrtu2MP0b	W2extrtu2MP0c	W2extrtu2MP0d	W2extrtu2MP0e	W2extrtu2MP0f	W2extrtu2MP0g	W2extrtu2MP0h	W2extrtu2MP0i	W2extrtu2MP0j	W2extrtu2MP0k	W2extrtu3MP	W2extrtu4MP	W2extrtu5MP0a	W2extrtu5MP0b	W2extrtu5MP0c	W2extrtu5MP0d	W2extrtu5MP0e	W2extrtu5MP0f	W2extrtu5MP0g	W2extrtu5MP0h	W2extrtu5MP0i	W2extrtu5MP0j	W2extrtu5MP0k	W2extrtu6MP	W2parasp2MP	W2parasp1MP	W2jobdiscMP	W2AwarEmaMP	W2EmaGetMP	W2EmaYnotMP0a	W2EmaYnotMP0b	W2EmaYnotMP0c	W2EmaYnotMP0d	W2EmaYnotMP0e	W2EmaYnotMP0f	W2EmaYnotMP0g	W2FeFinMP0a	W2FeFinMP0b	W2FeFinMP0c	W2FeFinMP0d	W2FeFinMP0e	W2FeFinMP0f	W2FeFinMP0g	W2FEfn2MP0a	W2FEfn2MP0b	W2FEfn2MP0c	W2FEfn2MP0d	W2FEfn2MP0e	W2FEfn2MP0f	W2FEfn2MP0g	W2FEfn2MP0h	W2FEfn2MP0i	W2FEfn2MP0k	W2FEfn2MP0j	W2PpresMP0a	W2PpresMP0b	W2PpresMP0c	W2PpresMP0d	W2PpresMP0e	W2PpresMP0f	w2mainres	w2secores
NS13902A	11812	118	1.0799051310858	6	2005	6	2005	2	2	4	1	1	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	1	-91	-91	-91	-91	-91	-91	-91	1	1	0	0	1	0	0	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	0	0	0	0	0	 	 
NS21599T	10847	108	1.31639302584253	8	2005	-91	-91	6	2	4	3	1	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	2	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	 	 
NS17875W	11747	117	1.10207650596486	6	2005	6	2005	6	1	4	2	1	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	3	-91	1	1	-91	-91	-91	-91	-91	-91	-91	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	 	 
NS25512M	11303	113	1.05729339382769	5	2005	5	2005	6	2	5	2	1	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	 	 
NS16955N	13110	131	.261245651592127	6	2005	-91	-91	2	2	3	3	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	 	 
NS20180K	12017	120	1.15864174277411	7	2005	7	2005	1	2	5	2	1	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	 	 
NS21403J	11402	114	1.15992343101126	6	2005	6	2005	2	2	5	2	2	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	 	 
NS11334G	11315	113	1.07222037988741	5	2005	5	2005	1	1	3	3	2	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	 	 
NS11301V	12533	125	1.13315943260477	7	2005	7	2005	1	2	4	2	1	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	 	 
NS22045B	10426	104	.347735175859323	8	2005	8	2005	6	2	5	1	1	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	0	0	0	0	0	1	0	0	0	0	0	2	1	1	-91	1	1	-91	-91	-91	-91	-91	-91	-91	1	1	0	0	0	0	0	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	0	0	0	1	0	0	 	 
NS24598E	12319	123	1.18887805572734	6	2005	6	2005	2	1	3	2	1	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	3	-91	1	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	 	 
NS12136A	10101	101	1.72057390938206	9	2005	-91	-91	1	2	4	2	2	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	1	-91	-91	-91	-91	-91	-91	-91	1	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	 	 
NS23430F	10502	105	1.05649426078309	8	2005	8	2005	1	2	3	1	2	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	4	1	1	1	-91	-91	-91	-91	-91	-91	-91	1	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	 	 
NS25801Y	10816	108	1.11760333307947	5	2005	5	2005	2	2	4	3	1	2	1	0	0	0	0	1	0	0	0	0	0	0	4	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	2	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	 	 
NS14406P	10906	109	.359866505948013	8	2005	9	2005	6	1	3	2	1	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	0	0	1	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	 	 
NS24351P	11457	114	1.22640641071168	6	2005	8	2005	1	1	2	1	1	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	2	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	0	0	1	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	 	 
NS14141F	13113	131	.423890006813649	6	2005	-91	-91	2	1	2	1	1	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	 	 
NS21313B	11039	110	.372347619505417	6	2005	6	2005	1	2	4	1	2	1	1	1	0	0	1	0	0	0	0	0	0	0	3	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	 	 
NS11971V	11705	117	1.09313625509122	9	2005	9	2005	2	2	4	2	1	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	2	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	 	 
NS14572Z	13115	131	.143087180065806	5	2005	5	2005	2	1	3	2	2	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	 	 
NS24552V	13705	137	.27402401315575	8	2005	8	2005	1	2	2	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	3	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	0	0	0	0	1	0	0	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	0	1	1	1	1	0	 	 
NS17702D	10405	104	1.14108126852418	6	2005	6	2005	1	1	3	3	2	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	 	 
NS22493F	11725	117	.310771202327443	7	2005	-91	-91	2	1	4	3	2	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	0	1	0	0	0	0	0	0	0	0	0	3	3	1	-91	1	-1	-91	-91	-91	-91	-91	-91	-91	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	 	 
NS18820N	10849	108	1.20556924858149	6	2005	-91	-91	2	2	4	2	1	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	1	-91	-91	-91	-91	-91	-91	-91	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	 	 
NS20112A	12002	120	1.16117897589307	5	2005	5	2005	1	2	5	1	1	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	 	 
NS15575Y	12351	123	1.15129387243188	6	2005	6	2005	1	2	5	2	2	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	 	 
NS18503W	12521	125	.353709056793045	8	2005	8	2005	2	1	4	1	1	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	1	-91	-91	-91	-91	-91	-91	-91	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	 	 
NS22482K	12510	125	.199834499091271	-91	-91	-91	-91	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	 	 
NS18337E	12032	120	1.18470908525843	7	2005	7	2005	1	2	2	1	1	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	-91	1	2	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0	 	 
NS13189X	10410	104	1.21753460724941	8	2005	-91	-91	2	1	1	1	1	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	1	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	1	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	 	 
NS18793B	12301	123	1.55335687240733	5	2005	-91	-91	6	2	5	1	1	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	5	1	2	-91	-91	-91	-91	-91	-91	-91	-91	0	1	0	0	0	0	0	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	0	0	1	0	0	1	 	 
NS17711X	10418	104	.312023472940871	5	2005	5	2005	1	2	5	2	1	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	1	-91	-91	-91	-91	-91	-91	-91	1	1	0	0	0	0	0	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	0	0	1	0	0	0	 	 
NS24319V	12804	128	1.51582288995362	-91	-91	-91	-91	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	 	 
NS11014L	11457	114	1.19570001515059	6	2005	6	2005	1	2	4	2	2	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-1	1	-91	1	1	-91	-91	-91	-91	-91	-91	-91	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	 	 
NS21787B	10905	109	.38893677089774	-91	-91	6	2005	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	 	 
NS24839V	11311	113	1.16813009013502	7	2005	7	2005	2	2	3	2	1	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	2	-91	1	1	-91	-91	-91	-91	-91	-91	-91	0	0	0	0	0	1	0	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	0	1	0	0	0	0	 	 
NS13770F	12325	123	.208339644550228	6	2005	-91	-91	2	1	3	1	2	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	1	-91	-91	-91	-91	-91	-91	-91	1	1	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	 	 
NS23596G	11410	114	.33244042800477	7	2005	-91	-91	2	2	3	2	2	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	-1	-91	-91	-91	-91	-91	-91	-91	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	 	 
NS20819Y	11045	110	.410751345917701	7	2005	7	2005	1	2	4	2	1	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	1	-91	-91	-91	-91	-91	-91	-91	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	 	 
NS16665B	12338	123	1.37037155195841	6	2005	6	2005	1	2	4	2	1	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	-1	-91	-91	-91	-91	-91	-91	-91	0	1	1	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	 	 
NS13733F	13112	131	.913647069581711	5	2005	5	2005	1	2	4	1	1	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	1	-91	-91	-91	-91	-91	-91	-91	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	 	 
NS18458X	12031	120	1.16307885809381	5	2005	-91	-91	6	1	4	2	2	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	0	0	0	0	0	1	0	0	0	0	0	3	-1	-1	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	 	 
NS13169H	10845	108	1.09319591870516	8	2005	8	2005	1	2	3	2	2	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	0	0	0	0	0	0	0	0	0	0	3	1	1	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	0	1	1	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	 	 
NS26004E	12524	125	1.16747694579948	6	2005	6	2005	1	2	4	2	1	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	 	 
NS23154S	12540	125	1.12231521027852	7	2005	7	2005	1	2	4	3	1	2	1	0	1	0	0	0	0	0	0	0	0	0	3	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	3	-91	1	-1	-91	-91	-91	-91	-91	-91	-91	0	1	0	0	0	0	0	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	0	0	0	0	0	 	 
NS10593G	12354	123	1.17666258402678	7	2005	7	2005	3	2	5	2	1	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	4	2	2	-91	-91	-91	-91	-91	-91	-91	-91	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	 	 
NS20190E	13710	137	.164288135962706	5	2005	5	2005	2	2	4	2	2	-1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	1	-91	-91	-91	-91	-91	-91	-91	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	 	 
NS20145M	12538	125	1.32202063405501	5	2005	-91	-91	2	1	2	1	1	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	3	-91	1	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	 	 
NS15257E	11310	113	1.15007106996995	6	2005	6	2005	1	1	3	2	1	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	2	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	 	 
NS10547N	12201	122	1.1672487982553	6	2005	-91	-91	2	2	5	2	1	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	-1	-91	-91	-91	-91	-91	-91	-91	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	 	 
NS23701E	10412	104	1.47290089592443	6	2005	-91	-91	6	2	3	3	2	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	-1	-91	-91	-91	-91	-91	-91	-91	-91	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	 	 
NS18370A	10825	108	1.21614212917591	6	2005	6	2005	6	2	5	2	2	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	2	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	 	 
NS22348L	13001	130	.126193810952136	9	2005	9	2005	1	2	3	2	2	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	-1	-91	-91	-91	-91	-91	-91	-91	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	 	 
NS22441F	10843	108	1.29242986019659	7	2005	7	2005	2	2	4	3	1	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	2	-91	1	-1	-91	-91	-91	-91	-91	-91	-91	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	 	 
NS19862P	13605	136	.290764253967622	-91	-91	-91	-91	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	 	 
NS16380D	11414	114	1.12559199537324	6	2005	6	2005	1	2	5	2	1	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	 	 
NS15866L	11023	110	.432863627377437	6	2005	6	2005	2	2	4	1	2	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	-1	-91	-91	-91	-91	-91	-91	-91	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	1	 	 
NS12793C	12003	120	1.25975653510753	6	2005	6	2005	6	2	4	3	-1	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	-1	-91	-91	-91	-91	-91	-91	-91	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	 	 
NS16268W	13703	137	.456065947356908	5	2005	-91	-91	6	1	4	1	2	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	 	 
NS13332W	12903	129	.361340993991778	9	2005	-91	-91	2	2	5	2	2	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	 	 
NS18886M	11439	114	1.55799712804187	-91	-91	8	2005	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	 	 
NS18721M	10407	104	1.18426970811318	7	2005	7	2005	2	2	3	2	1	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	1	-91	-91	-91	-91	-91	-91	-91	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	 	 
NS19083M	10807	108	1.20125326199751	5	2005	-91	-91	2	2	4	1	1	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	1	-91	-91	-91	-91	-91	-91	-91	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	 	 
NS17539Q	13803	138	.158693510432802	5	2005	5	2005	2	1	3	1	2	1	1	1	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	-91	1	1	-91	-91	-91	-91	-91	-91	-91	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	 	 
NS19770E	10908	109	.346516717707619	7	2005	9	2005	6	2	4	2	2	2	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-91	1	-1	-91	-91	-91	-91	-91	-91	-91	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	 	 
